image,label
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00001,"front cover, outer"
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00002,"front cover, inner"
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00003,[a] recto
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00004,[a] verso
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00005,i recto
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00006,i verso
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00007,ii recto
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00008,ii verso
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00009,iii recto
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00010,iii verso
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00011,1r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00012,1v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00013,2r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00014,2v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00015,3r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00016,3v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00017,4r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00018,4v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00019,5r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00020,5v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00021,6r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00022,6v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00023,7r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00024,7v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00025,8r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00026,8v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00027,9r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00028,9v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00029,10r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00030,10v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00031,11r
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00032,11v
MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017-000-00033,12r
