image,label
MS-FITZWILLIAM-00261-000-00001,"front cover, outer"
MS-FITZWILLIAM-00261-000-00002,"front cover, inner"
MS-FITZWILLIAM-00261-000-00003,[i] recto
MS-FITZWILLIAM-00261-000-00004,[i] verso
MS-FITZWILLIAM-00261-000-00005,[ii] recto
MS-FITZWILLIAM-00261-000-00006,[ii] verso
MS-FITZWILLIAM-00261-000-00007,1r
MS-FITZWILLIAM-00261-000-00008,1v
MS-FITZWILLIAM-00261-000-00009,2r
MS-FITZWILLIAM-00261-000-00010,2v
MS-FITZWILLIAM-00261-000-00011,3r
MS-FITZWILLIAM-00261-000-00012,3v
MS-FITZWILLIAM-00261-000-00013,4r
MS-FITZWILLIAM-00261-000-00014,4v
MS-FITZWILLIAM-00261-000-00015,5r
MS-FITZWILLIAM-00261-000-00016,5v
MS-FITZWILLIAM-00261-000-00017,6r
MS-FITZWILLIAM-00261-000-00018,6v
MS-FITZWILLIAM-00261-000-00019,7r
MS-FITZWILLIAM-00261-000-00020,7v
MS-FITZWILLIAM-00261-000-00021,8r
MS-FITZWILLIAM-00261-000-00022,8v
MS-FITZWILLIAM-00261-000-00023,9r
MS-FITZWILLIAM-00261-000-00024,9v
MS-FITZWILLIAM-00261-000-00025,10r
MS-FITZWILLIAM-00261-000-00026,10v
MS-FITZWILLIAM-00261-000-00027,11r
MS-FITZWILLIAM-00261-000-00028,11v
MS-FITZWILLIAM-00261-000-00029,12r
MS-FITZWILLIAM-00261-000-00030,12v
MS-FITZWILLIAM-00261-000-00031,13r
MS-FITZWILLIAM-00261-000-00032,13v
MS-FITZWILLIAM-00261-000-00033,14r
MS-FITZWILLIAM-00261-000-00034,14v
MS-FITZWILLIAM-00261-000-00035,15r
MS-FITZWILLIAM-00261-000-00036,15v
MS-FITZWILLIAM-00261-000-00037,16r
MS-FITZWILLIAM-00261-000-00038,16v
MS-FITZWILLIAM-00261-000-00039,17r
MS-FITZWILLIAM-00261-000-00040,17v
MS-FITZWILLIAM-00261-000-00041,18r
MS-FITZWILLIAM-00261-000-00042,18v
MS-FITZWILLIAM-00261-000-00043,19r
MS-FITZWILLIAM-00261-000-00044,19v
MS-FITZWILLIAM-00261-000-00045,20r
MS-FITZWILLIAM-00261-000-00046,20v
MS-FITZWILLIAM-00261-000-00047,21r
MS-FITZWILLIAM-00261-000-00048,21v
MS-FITZWILLIAM-00261-000-00049,22r
MS-FITZWILLIAM-00261-000-00050,22v
MS-FITZWILLIAM-00261-000-00051,23r
MS-FITZWILLIAM-00261-000-00052,23v
MS-FITZWILLIAM-00261-000-00053,24r
MS-FITZWILLIAM-00261-000-00054,24v
MS-FITZWILLIAM-00261-000-00055,25r
MS-FITZWILLIAM-00261-000-00056,25v
MS-FITZWILLIAM-00261-000-00057,26r
MS-FITZWILLIAM-00261-000-00058,26v
MS-FITZWILLIAM-00261-000-00059,27r
MS-FITZWILLIAM-00261-000-00060,27v
MS-FITZWILLIAM-00261-000-00061,28r
MS-FITZWILLIAM-00261-000-00062,28v
MS-FITZWILLIAM-00261-000-00063,29r
MS-FITZWILLIAM-00261-000-00064,29v
MS-FITZWILLIAM-00261-000-00065,30r
MS-FITZWILLIAM-00261-000-00066,30v
MS-FITZWILLIAM-00261-000-00067,31r
MS-FITZWILLIAM-00261-000-00068,31v
MS-FITZWILLIAM-00261-000-00069,32r
MS-FITZWILLIAM-00261-000-00070,32v
MS-FITZWILLIAM-00261-000-00071,[iii] recto
MS-FITZWILLIAM-00261-000-00072,[iii] verso
MS-FITZWILLIAM-00261-000-00073,[iv] recto
MS-FITZWILLIAM-00261-000-00074,[iv] verso
MS-FITZWILLIAM-00261-000-00075,"rear cover, inner"
MS-FITZWILLIAM-00261-000-00076,"rear cover, outer"
MS-FITZWILLIAM-00261-000-00077,spine
MS-FITZWILLIAM-00261-000-00078,"former binding: front cover, outer"
MS-FITZWILLIAM-00261-000-00079,"former binding: front cover, inner"
MS-FITZWILLIAM-00261-000-00080,former binding: endleaf 1 recto
MS-FITZWILLIAM-00261-000-00081,former binding: endleaf 1 verso
MS-FITZWILLIAM-00261-000-00082,former binding: endleaf 2 recto
MS-FITZWILLIAM-00261-000-00083,former binding: endleaf 2 recto
MS-FITZWILLIAM-00261-000-00084,former binding: endleaf 3 recto
MS-FITZWILLIAM-00261-000-00085,former binding: endleaf 3 verso
MS-FITZWILLIAM-00261-000-00086,former binding: endleaf 4 recto
MS-FITZWILLIAM-00261-000-00087,former binding: endleaf 4 verso
MS-FITZWILLIAM-00261-000-00088,former binding: endleaf 5 recto
MS-FITZWILLIAM-00261-000-00089,former binding: endleaf 5 verso
MS-FITZWILLIAM-00261-000-00090,former binding: endleaf 6 recto
MS-FITZWILLIAM-00261-000-00091,former binding: endleaf 6 verso
MS-FITZWILLIAM-00261-000-00092,former binding: endleaf 7 recto
MS-FITZWILLIAM-00261-000-00093,former binding: endleaf 7 verso
MS-FITZWILLIAM-00261-000-00094,former binding: endleaf 8 recto
MS-FITZWILLIAM-00261-000-00095,former binding: endleaf 8 verso
MS-FITZWILLIAM-00261-000-00096,"former binding: rear cover, inner"
MS-FITZWILLIAM-00261-000-00097,"former binding: rear cover, outer"
MS-FITZWILLIAM-00261-000-00098,former binding: spine
