image,label
MS-JESUS-COLLEGE-Q-G-00023-000-00001,"front cover, outer"
MS-JESUS-COLLEGE-Q-G-00023-000-00002,"front cover, inner"
MS-JESUS-COLLEGE-Q-G-00023-000-00003,[i] recto
MS-JESUS-COLLEGE-Q-G-00023-000-00004,[i] verso
MS-JESUS-COLLEGE-Q-G-00023-000-00005,[ii] recto
MS-JESUS-COLLEGE-Q-G-00023-000-00006,[ii] verso
MS-JESUS-COLLEGE-Q-G-00023-000-00007,1r
MS-JESUS-COLLEGE-Q-G-00023-000-00008,1v
MS-JESUS-COLLEGE-Q-G-00023-000-00009,2r
MS-JESUS-COLLEGE-Q-G-00023-000-00010,2v
MS-JESUS-COLLEGE-Q-G-00023-000-00011,3r
MS-JESUS-COLLEGE-Q-G-00023-000-00012,3v
MS-JESUS-COLLEGE-Q-G-00023-000-00013,4r
MS-JESUS-COLLEGE-Q-G-00023-000-00014,4v
MS-JESUS-COLLEGE-Q-G-00023-000-00015,5r
MS-JESUS-COLLEGE-Q-G-00023-000-00016,5v
MS-JESUS-COLLEGE-Q-G-00023-000-00017,6r
MS-JESUS-COLLEGE-Q-G-00023-000-00018,6v
MS-JESUS-COLLEGE-Q-G-00023-000-00019,7r
MS-JESUS-COLLEGE-Q-G-00023-000-00020,7v
MS-JESUS-COLLEGE-Q-G-00023-000-00021,8r
MS-JESUS-COLLEGE-Q-G-00023-000-00022,8v
MS-JESUS-COLLEGE-Q-G-00023-000-00023,9r
MS-JESUS-COLLEGE-Q-G-00023-000-00024,9v
MS-JESUS-COLLEGE-Q-G-00023-000-00025,10r
MS-JESUS-COLLEGE-Q-G-00023-000-00026,10v
MS-JESUS-COLLEGE-Q-G-00023-000-00027,11r
MS-JESUS-COLLEGE-Q-G-00023-000-00028,11v
MS-JESUS-COLLEGE-Q-G-00023-000-00029,12r
MS-JESUS-COLLEGE-Q-G-00023-000-00030,12v
MS-JESUS-COLLEGE-Q-G-00023-000-00031,13r
MS-JESUS-COLLEGE-Q-G-00023-000-00032,13v
MS-JESUS-COLLEGE-Q-G-00023-000-00033,14r
MS-JESUS-COLLEGE-Q-G-00023-000-00034,14v
MS-JESUS-COLLEGE-Q-G-00023-000-00035,15r
MS-JESUS-COLLEGE-Q-G-00023-000-00036,15v
MS-JESUS-COLLEGE-Q-G-00023-000-00037,16r
MS-JESUS-COLLEGE-Q-G-00023-000-00038,16v
MS-JESUS-COLLEGE-Q-G-00023-000-00039,17r
MS-JESUS-COLLEGE-Q-G-00023-000-00040,17v
MS-JESUS-COLLEGE-Q-G-00023-000-00041,18r
MS-JESUS-COLLEGE-Q-G-00023-000-00042,18v
MS-JESUS-COLLEGE-Q-G-00023-000-00043,19r
