image,label
MS-SJC-D-00004-000-00001,outside_left_cover
MS-SJC-D-00004-000-00002,inside_left_cover
MS-SJC-D-00004-000-00003,[i] recto
MS-SJC-D-00004-000-00004,[i] verso
MS-SJC-D-00004-000-00005,[ii] recto
MS-SJC-D-00004-000-00006,[ii] verso
MS-SJC-D-00004-000-00007,1r
MS-SJC-D-00004-000-00008,1v
MS-SJC-D-00004-000-00009,2r
MS-SJC-D-00004-000-00010,2v
MS-SJC-D-00004-000-00011,3r
MS-SJC-D-00004-000-00012,3v
MS-SJC-D-00004-000-00013,4r
MS-SJC-D-00004-000-00014,4v
MS-SJC-D-00004-000-00015,5r
MS-SJC-D-00004-000-00016,5v
MS-SJC-D-00004-000-00017,6r
MS-SJC-D-00004-000-00018,6v
MS-SJC-D-00004-000-00019,7r
MS-SJC-D-00004-000-00020,7v
MS-SJC-D-00004-000-00021,8r
MS-SJC-D-00004-000-00022,8v
MS-SJC-D-00004-000-00023,9r
MS-SJC-D-00004-000-00024,9v
MS-SJC-D-00004-000-00025,10r
MS-SJC-D-00004-000-00026,10v
MS-SJC-D-00004-000-00027,11r
MS-SJC-D-00004-000-00028,11v
MS-SJC-D-00004-000-00029,12r
MS-SJC-D-00004-000-00030,12v
MS-SJC-D-00004-000-00031,13r
MS-SJC-D-00004-000-00032,13v
MS-SJC-D-00004-000-00033,14r
MS-SJC-D-00004-000-00034,14v
MS-SJC-D-00004-000-00035,15r
MS-SJC-D-00004-000-00036,15v
MS-SJC-D-00004-000-00037,16r
MS-SJC-D-00004-000-00038,16v
MS-SJC-D-00004-000-00039,17r
MS-SJC-D-00004-000-00040,17v
MS-SJC-D-00004-000-00041,18r
MS-SJC-D-00004-000-00042,18v
MS-SJC-D-00004-000-00043,19r
MS-SJC-D-00004-000-00044,19v
MS-SJC-D-00004-000-00045,20r
MS-SJC-D-00004-000-00046,20v
MS-SJC-D-00004-000-00047,21r
MS-SJC-D-00004-000-00048,21v
MS-SJC-D-00004-000-00049,22r
MS-SJC-D-00004-000-00050,22v
MS-SJC-D-00004-000-00051,23r
MS-SJC-D-00004-000-00052,23v
MS-SJC-D-00004-000-00053,24r
MS-SJC-D-00004-000-00054,24v
MS-SJC-D-00004-000-00055,25r
MS-SJC-D-00004-000-00056,25v
MS-SJC-D-00004-000-00057,26r
MS-SJC-D-00004-000-00058,26v
MS-SJC-D-00004-000-00059,27r
MS-SJC-D-00004-000-00060,27v
MS-SJC-D-00004-000-00061,28r
MS-SJC-D-00004-000-00062,28v
MS-SJC-D-00004-000-00063,29r
MS-SJC-D-00004-000-00064,29v
MS-SJC-D-00004-000-00065,30r
MS-SJC-D-00004-000-00066,30v
MS-SJC-D-00004-000-00067,31r
MS-SJC-D-00004-000-00068,31v
MS-SJC-D-00004-000-00069,32r
MS-SJC-D-00004-000-00070,32v
MS-SJC-D-00004-000-00071,33r
MS-SJC-D-00004-000-00072,33v
MS-SJC-D-00004-000-00073,34r
MS-SJC-D-00004-000-00074,34v
MS-SJC-D-00004-000-00075,35r
MS-SJC-D-00004-000-00076,35v
MS-SJC-D-00004-000-00077,36r
MS-SJC-D-00004-000-00078,36v
MS-SJC-D-00004-000-00079,37r
MS-SJC-D-00004-000-00080,37v
MS-SJC-D-00004-000-00081,38r
MS-SJC-D-00004-000-00082,38v
MS-SJC-D-00004-000-00083,39r
MS-SJC-D-00004-000-00084,39v
MS-SJC-D-00004-000-00085,40r
MS-SJC-D-00004-000-00086,40v
MS-SJC-D-00004-000-00087,41r
MS-SJC-D-00004-000-00088,41v
MS-SJC-D-00004-000-00089,42r
MS-SJC-D-00004-000-00090,42v
MS-SJC-D-00004-000-00091,43r
MS-SJC-D-00004-000-00092,43v
MS-SJC-D-00004-000-00093,44r
MS-SJC-D-00004-000-00094,44v
MS-SJC-D-00004-000-00095,45r
MS-SJC-D-00004-000-00096,45v
MS-SJC-D-00004-000-00097,46r
MS-SJC-D-00004-000-00098,46v
MS-SJC-D-00004-000-00099,47r
MS-SJC-D-00004-000-00100,47v
MS-SJC-D-00004-000-00101,48r
MS-SJC-D-00004-000-00102,48v
MS-SJC-D-00004-000-00103,49r
MS-SJC-D-00004-000-00104,49v
MS-SJC-D-00004-000-00105,50r
MS-SJC-D-00004-000-00106,50v
MS-SJC-D-00004-000-00107,51r
MS-SJC-D-00004-000-00108,51v
MS-SJC-D-00004-000-00109,52r
MS-SJC-D-00004-000-00110,52v
MS-SJC-D-00004-000-00111,53r
MS-SJC-D-00004-000-00112,53v
MS-SJC-D-00004-000-00113,54r
MS-SJC-D-00004-000-00114,54v
MS-SJC-D-00004-000-00115,55r
MS-SJC-D-00004-000-00116,55v
MS-SJC-D-00004-000-00117,56r
MS-SJC-D-00004-000-00118,56v
MS-SJC-D-00004-000-00119,57r
