metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
_record_1,manuscript_1,,,"Cambridge, Emmanuel College, MS 95",manuscript-composite,,MS-EMMANUEL-COLLEGE-00095,,,,,,,"This catalogue entry draws on the description provided by and , M.R. James James, M.R. (Montague Rhodes), 1862-1936A Descriptive Catalogue of the Western Manuscripts in the Library of Emmanuel College, (Cambridge: Cambridge University Press, 1904)Angela M. Lucas, . However, this record does not follow the foliation provided by Lucas which initially appears to be based on the modern foliation ('30') but then changes to follow the 15th-century foliation in pencil in the upper right corners of the rectos and ignores the modern foliation on the additional leaves (ff. Manuscripts in Christ's Church, Emmanuel, Jesus, Selwyn and Sidney Sussex Colleges. Peterhouse and Trinity Hall, Cambridge, The Index of Middle English Prose, Handlist 22 (Cambridge: Brewer, 2016)2:1-2:16). Consequently, it suggests that the manuscript has 84 folios instead of 75 folios (excluding ff. [a]-[b]).",", M.R. James James, M.R. (Montague Rhodes), 1862-1936A Descriptive Catalogue of the Western Manuscripts in the Library of Emmanuel College, (Cambridge: Cambridge University Press, 1904); Angela M. Lucas, Manuscripts in Christ's Church, Emmanuel, Jesus, Selwyn and Sidney Sussex Colleges. Peterhouse and Trinity Hall, Cambridge, The Index of Middle English Prose, Handlist 22 (Cambridge: Brewer, 2016)",20230824,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Ii.3.17",manuscript-composite,,MS-II-00003-00017,,,,,,,"This catalogue entry draws on: A. Timmermann, 'Alchemy in Cambridge: an annotated catalogue of alchemical texts and illustrations in Cambridge repositories', Nuncius: Journal of the Material and Visual History of Science 30:2 (2015) 345-511 at pp. 493-96 D. W. Singer, Latin Alchemical MSS, 3 vols (Brussels 1928-1931) An unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74)","A. Timmermann, 'Alchemy in Cambridge: an annotated catalogue of alchemical texts and illustrations in Cambridge repositories',Nuncius: Journal of the Material and Visual History of Science 30:2 (2015) 345-511 at pp. 493-96 ; D. W. Singer, Latin Alchemical MSS, 3 vols (Brussels 1928-1931) ; An unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74)",20230418,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,,,,,,,"This catalogue entry draws on the description provided by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, (used here by kind permission of Cambridge University Press). Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)","Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)",2016-02-17,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-II-00006-00032,,,,,,,"This catalogue entry derives from Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Cambridge, 2011 (used here by kind permission of Cambridge University Press).",,2012-03-05,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00002,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74), and an unpublished description of the manuscript composed between 1948 and 1970 by , now held in the University Archives (H.L. Pink Pink, H. L.UA ULIB 7/3/75).",,2014-06-11,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00003,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74), and an unpublished description of the manuscript composed between 1948 and 1970 by , now held in the University Archives (H.L. Pink Pink, H. L.UA ULIB 7/3/75).",,2014-06-11,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00001,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74), and an unpublished description of the manuscript composed between 1948 and 1970 by , now held in the University Archives (H.L. Pink Pink, H. L.UA ULIB 7/3/75). The assistance of Dr Elisabeth Leedham-Green, formerly University Archivist, is also acknowledged.",,2014-06-09,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-DD-00013-00027,,,,,,,,,2015-09-04,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-KK-00001-00024,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).",,2013-06-14,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Kk.6.33",manuscript-composite,,MS-KK-00006-00033,,,,,,,"This catalogue entry draws on M. Connolly, , and an unpublished description of the manuscript composed between 1926 and 1930 by Manuscripts in the University Library, Cambridge (Dd-Oo), Index of Middle English Prose, 19 (Cambridge: Brewer, 2009), now held in the University Archives (M.R. JamesJames, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).","M. Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo), Index of Middle English Prose, 19 (Cambridge: Brewer, 2009)",2022-11-22,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript-composite,,MS-FF-00004-00042,,,,,,,This catalogue entry draws on unpublished MS notes by M. R. James.,,2015-07-13,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,MS Add. 3303(3),manuscript,,MS-ADD-03303-00003,,,,,,,"This catalogue entry refers to an unpublished description of the manuscript composed between 1924 and 1960 by , now held in the University Archives (UA ULIB 7/3/72/21).Basil Atkinson Atkinson, Basil Ferris Campbell",,2021-08-20,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",manuscript-composite,,MS-KK-00006-00030,,,,,,,"This catalogue entry draws on Margaret Connolly ; Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009)Anke Timmermann, 'Alchemy in Cambridge: An Annotated Catalogue of Alchemical Texts and Illustrations in Cambridge Repositories', ; and an unpublished description of the manuscript composed between 1926 and 1930 by Nuncius: Journal of the Material and Visual History of Science, 30:2 (2015), now held in the University Archives (M.R. JamesJames, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).","Margaret Connolly Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009); Anke Timmermann, 'Alchemy in Cambridge: An Annotated Catalogue of Alchemical Texts and Illustrations in Cambridge Repositories', Nuncius: Journal of the Material and Visual History of Science, 30:2 (2015)",20231122,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Dd.6.9",manuscript,,MS-DD-00006-00009,,,,,,,"This catalogue entry draws on Margaret Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo) , The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009)","Margaret Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo) , The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009)",2022-01-31,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Add. 2994",manuscript-composite,,MS-ADD-02994,,,,,,,"This catalogue entry draws extensively on the description provided by John Baker and Jayne Ringrose, (used here by kind permission of the Boydell Press). Readers of this catalogue record are strongly encouraged to consult Baker and Ringrose for further information about this item.Catalogue of English Legal Manuscripts in Cambridge University Library (1996)","John Baker and Jayne Ringrose, Catalogue of English Legal Manuscripts in Cambridge University Library (1996)",20230509,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",manuscript-composite,,MS-DD-00008-00012,,,,,,,"This catalogue entry draws on: An unpublished description of the manuscript composed between 1948 and 1970 by , now held in the University Archives (H.L. Pink Pink, H. L.UA ULIB 7/3/75). An unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).",,20230113,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-MM-00005-00031,,,,,,,"This catalogue entry derives from Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Cambridge, 2011 (used here by kind permission of Cambridge University Press).",,2012-03-05,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,MS Add. 5948,manuscript,,MS-ADD-05948,,,,,,,"This record draws on Jayne Ringrose, , by kind permission of the Boydell Press, and on unpublished descriptions by Charles Sayle and H.L. Pink (UA ULIB 7/3/72 and 7/3/75).Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)","Jayne Ringrose, Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)",2020-01-31,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Add. 3120",manuscript-composite,,MS-ADD-03120,,,,,,,"This catalogue entry draws on Jayne Ringrose, , by kind permission of the Boydell Press; an unpublished description by Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009), now held in the University Archives (C.E. Sayle Sayle, C.E. (Charles Edward), 1864-1924UA ULIB 7/3/72; an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74); and an unpublished description of the manuscript composed between 1948 and 1970 by , now held in the University Archives (H.L. Pink Pink, H. L.UA ULIB 7/3/75).","Jayne Ringrose, Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)",2022-11-04,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Add. 3120",part,,,,,,,,,,,2022-11-04,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Ee.5.18",manuscript-composite,,MS-EE-00005-00018,,,,,,,"This catalogue entry draws on the description provided by John Baker and Jayne Ringrose, (used here by kind permission of the Boydell Press); and Catalogue of English Legal Manuscripts in Cambridge University Library (1996)M. Connolly, .Manuscripts in the University Library, Cambridge (Dd-Oo), Index of Middle English Prose, 19 (Cambridge: Brewer, 2009)","John Baker and Jayne Ringrose, Catalogue of English Legal Manuscripts in Cambridge University Library (1996); M. Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo), Index of Middle English Prose, 19 (Cambridge: Brewer, 2009)",20230523,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-GG-00001-00001,,,,,,,"This catalogue entry draws on unpublished MS notes by M. R. James and the description prepared for by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Cambridge, 2011 (used here by kind permission of Cambridge University Press).Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library",,2014-04-24,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Add. 9213",manuscript-composite,,MS-ADD-09213,,,,,,,"This catalogue record draws on an unpublished description of the manuscript by Jayne Ringrose, used here by kind permission of the author.",,20230201,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,,,,,,,,,,,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-ADD-04126,,,,,,,"This record draws on an extended unpublished description of the manuscript by Jayne Ringrose, which was published in summary form in , used here by kind permission of the Boydell Press, and an Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)unpublished description of the manuscript by H.L. Pink (now UA ULIB 7/3/75).","Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)",2022-07-18,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Gg.4.27(1)",manuscript-composite,,MS-GG-00004-00027-00001,,,,,,,"This record draws on the descriptions provided by: Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, (used here by kind permission of Cambridge University Press)Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011) The Index of Middle English Prose, Handlist 19: Cambridge University Library, by Margaret Connolly (Cambridge: D.S. Brewer, 2009) , ed. by Linne R. Mooney, Daniel W. Mosser and Elizabeth Solopova (2008-)The Digital Index of Middle English Verse M.B. Parkes and Richard Beadle, Poetical Works [of] Geoffrey Chaucer: A Facsimile of Cambridge University Library MS. Gg.4.27 (Cambridge: D.S. Brewer, 1979-80), 3 vols","Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011); The Index of Middle English Prose, Handlist 19: Cambridge University Library, by Margaret Connolly (Cambridge: D.S. Brewer, 2009); , ed. by Linne R. Mooney, Daniel W. Mosser and Elizabeth Solopova (2008-)The Digital Index of Middle English Verse; M.B. Parkes and Richard Beadle, Poetical Works [of] Geoffrey Chaucer: A Facsimile of Cambridge University Library MS. Gg.4.27 (Cambridge: D.S. Brewer, 1979-80), 3 vols",20240228,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-NN-00004-00001,,,,,,,"This catalogue entry derives from Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Cambridge, 2011 (used here by kind permission of Cambridge University Press).",,2012-03-05,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Ee.1.3",manuscript,,MS-EE-00001-00003,,,,,,,"This catalogue entry draws on the descriptions provided by John Baker and Jayne Ringrose, (used here by kind permission of the Boydell Press) and Catalogue of English Legal Manuscripts in Cambridge University Library (1996)Margaret Connolly, ; and an unpublished description of the manuscript composed by Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose (Woodbridge: Brewer, 2009), now held in the University Archives (A.E.B. Owen Owen, A.E.B.UA ULIB 7/3/72).","John Baker and Jayne Ringrose, Catalogue of English Legal Manuscripts in Cambridge University Library (1996); Margaret Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose (Woodbridge: Brewer, 2009)",2022-11-17,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,MS Dd.1.11,manuscript-composite,,MS-DD-00001-00011,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936ULIB 7/3/74). For further information on these descriptions, see the subject guide Unpublished descriptions of the western medieval manuscripts at Cambridge University Library.",,2021-06-14,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,MS Dd.1.11,part,,,,,,,,,,,2021-06-14,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Ll.2.2",manuscript,,MS-LL-00002-00002,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74) and an unpublished description of the manuscript composed between 1948 and 1970 by , now held in the University Archives (H.L. PinkPink, H. L.UA ULIB 7/3/75).",,2022-07-13,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",manuscript-composite,,MS-EE-00001-00015,,,,,,,"This catalogue entry draws on Margaret Connolly, and an unpublished description of the manuscript composed between 1926 and 1930 by Manuscripts in the University Library, Cambridge (Dd-Oo) , The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009), now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).","Margaret Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo) , The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009)",2024-11-25,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",part,,,,,,,,,,,2024-11-25,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-ADD-03206-00001,,,,,,,"This record draws on N.R. Ker, and Takako Kato's description of the manuscript at Catalogue of manuscripts containing Anglo-Saxon (Oxford: Clarendon Press, 1990 reissue) . The Production and Use of English Manuscripts 1060 to 1220 (2010-13)","N.R. Ker, Catalogue of manuscripts containing Anglo-Saxon (Oxford: Clarendon Press, 1990 reissue); The Production and Use of English Manuscripts 1060 to 1220 (2010-13)",2021-11-30,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, University Library, MS Add. 7307",manuscript,,MS-ADD-07307,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed in 2011 by Jayne Ringrose, with revisions by James Freeman in 2023.",,2023-10-26,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.41",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00041,,,,,,,"This catalogue entry draws on M.R. James, ; and The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 2 (1901)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 2 (1901); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-08-27,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",manuscript-composite,,MS-TRINITY-COLLEGE-O-00007-00020,,,,,,,"This catalogue entry draws on M.R. James, ; and Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, Vol. 3 (1902)Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995).","M.R. James, Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, Vol. 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995).",2024-10-11,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.52",manuscript,,MS-TRINITY-COLLEGE-R-00014-00052,,,,,,,"This catalogue entry draws on M.R. James, ; and The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 2 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 2 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-07-08,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.44",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00044,,,,,,,"This catalogue entry draws on M.R. James, ; The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 2 (1901)Linne R. Mooney, ; and Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)Anke Timmermann, 'Alchemy in Cambridge: An Annotated Catalogue of Alchemical Texts and Illustrations in Cambridge Repositories', .Nuncius: Journal of the Material and Visual History of Science, 30:2 (2015).","M.R. James, The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 2 (1901); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995); Anke Timmermann, 'Alchemy in Cambridge: An Annotated Catalogue of Alchemical Texts and Illustrations in Cambridge Repositories', Nuncius: Journal of the Material and Visual History of Science, 30:2 (2015).",2024-11-14,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.9.39",manuscript-composite,,MS-TRINITY-COLLEGE-O-00009-00039,,,,,,,"This catalogue entry draws on M.R. James, ; and The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-08-01,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.2",manuscript-composite,,MS-TRINITY-COLLEGE-O-00008-00002,,,,,,,"This catalogue entry draws on M.R. James, ; and The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 3 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-10-14,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.31",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00031,,,,,,,"This catalogue record draws on M. R. James, . The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 4 vols (Cambridge: Cambridge University Press, 1901), II, no. 904","M. R. James, The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 4 vols (Cambridge: Cambridge University Press, 1901), II, no. 904",20231201,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.53",manuscript,,MS-TRINITY-COLLEGE-O-00002-00053,,,,,,,"This catalogue entry draws on M.R. James, ; and The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-07-08,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.65",manuscript-composite,,MS-TRINITY-COLLEGE-O-00001-00065,,,,,,,"This catalogue entry draws on M.R. James, ; The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 2 (1902)Linne R. Mooney, ; and Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)Anke Timmermann, 'Alchemy in Cambridge: An Annotated Catalogue of Alchemical Texts and Illustrations in Cambridge Repositories', .Nuncius, 30 (2015), 345-511","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 2 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995); Anke Timmermann, 'Alchemy in Cambridge: An Annotated Catalogue of Alchemical Texts and Illustrations in Cambridge Repositories', Nuncius, 30 (2015), 345-511",20241119,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.31",manuscript-composite,,MS-TRINITY-COLLEGE-O-00008-00031,,,,,,,"This catalogue record draws on M.R. James, . The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 4 vols (Cambridge: Cambridge University Press, 1902), III.1406 (O.8.31)","M.R. James, The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, 4 vols (Cambridge: Cambridge University Press, 1902), III.1406 (O.8.31)",20241025,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.21",manuscript-composite,,MS-TRINITY-COLLEGE-O-00002-00021,,,,,,,"This catalogue entry draws on M.R. James, The Western Manuscripts in the Library of Trinity College Cambridge - A Descriptive Catalogue: Volume III: Containing An Account of the Manuscripts Standing in Class O (Cambridge, 1902), pp. 113-115, no. 1125","M.R. James, The Western Manuscripts in the Library of Trinity College Cambridge - A Descriptive Catalogue: Volume III: Containing An Account of the Manuscripts Standing in Class O (Cambridge, 1902), pp. 113-115, no. 1125",20241104,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,MS 19,manuscript,,MS19,,,,,,,Description draws on M.R. James(1907). A descriptive catalogue of the manuscripts in the library of Trinity Hall,M.R. James(1907). A descriptive catalogue of the manuscripts in the library of Trinity Hall,20220112,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,,,,,,,,"Description draws on James, M. R. (1907). A descriptive catalogue of the manuscripts in the library of Trinity Hall",,,,False,,,False,,,,,,,,
