image,label
MS-II-00006-00031-000-00001,"front cover, outer"
MS-II-00006-00031-000-00002,"front cover, inner"
MS-II-00006-00031-000-00003,[a] recto
MS-II-00006-00031-000-00004,[a] verso
MS-II-00006-00031-000-00005,[i] recto
MS-II-00006-00031-000-00006,[i] verso
MS-II-00006-00031-000-00007,1r
MS-II-00006-00031-000-00008,1v
MS-II-00006-00031-000-00009,2r
MS-II-00006-00031-000-00010,2v
MS-II-00006-00031-000-00011,3r
MS-II-00006-00031-000-00012,3v
MS-II-00006-00031-000-00013,4r
MS-II-00006-00031-000-00014,4v
MS-II-00006-00031-000-00015,5r
MS-II-00006-00031-000-00016,5v
MS-II-00006-00031-000-00017,6r
MS-II-00006-00031-000-00018,6v
MS-II-00006-00031-000-00019,7r
MS-II-00006-00031-000-00020,7v
MS-II-00006-00031-000-00021,8r
MS-II-00006-00031-000-00022,8v
MS-II-00006-00031-000-00023,9r
MS-II-00006-00031-000-00024,9v
MS-II-00006-00031-000-00025,10r
MS-II-00006-00031-000-00026,10v
MS-II-00006-00031-000-00027,11r
MS-II-00006-00031-000-00028,11v
MS-II-00006-00031-000-00029,12r
MS-II-00006-00031-000-00030,12v
MS-II-00006-00031-000-00031,13r
MS-II-00006-00031-000-00032,13v
MS-II-00006-00031-000-00033,14r
MS-II-00006-00031-000-00034,14v
MS-II-00006-00031-000-00035,15r
MS-II-00006-00031-000-00036,15v
MS-II-00006-00031-000-00037,16r
MS-II-00006-00031-000-00038,16v
MS-II-00006-00031-000-00039,17r
MS-II-00006-00031-000-00040,17v
MS-II-00006-00031-000-00041,18r
MS-II-00006-00031-000-00042,18v
MS-II-00006-00031-000-00043,19r
MS-II-00006-00031-000-00044,19v
MS-II-00006-00031-000-00045,20r
MS-II-00006-00031-000-00046,20v
MS-II-00006-00031-000-00047,21r
MS-II-00006-00031-000-00048,21v
MS-II-00006-00031-000-00049,22r
MS-II-00006-00031-000-00050,22v
MS-II-00006-00031-000-00051,23r
MS-II-00006-00031-000-00052,23v
MS-II-00006-00031-000-00053,24r
MS-II-00006-00031-000-00054,24v
MS-II-00006-00031-000-00055,25r
MS-II-00006-00031-000-00056,25v
MS-II-00006-00031-000-00057,26r
MS-II-00006-00031-000-00058,26v
MS-II-00006-00031-000-00059,27r
MS-II-00006-00031-000-00060,27v
MS-II-00006-00031-000-00061,28r
MS-II-00006-00031-000-00062,28v
MS-II-00006-00031-000-00063,29r
MS-II-00006-00031-000-00064,29v
MS-II-00006-00031-000-00065,30r
MS-II-00006-00031-000-00066,30v
MS-II-00006-00031-000-00067,31r
MS-II-00006-00031-000-00068,31v
MS-II-00006-00031-000-00069,32r
MS-II-00006-00031-000-00070,32v
MS-II-00006-00031-000-00071,33r
MS-II-00006-00031-000-00072,33v
MS-II-00006-00031-000-00073,34r
MS-II-00006-00031-000-00074,34v
MS-II-00006-00031-000-00075,35r
MS-II-00006-00031-000-00076,35v
MS-II-00006-00031-000-00077,36r
MS-II-00006-00031-000-00078,36v
MS-II-00006-00031-000-00079,37r
MS-II-00006-00031-000-00080,37v
MS-II-00006-00031-000-00081,38r
MS-II-00006-00031-000-00082,38v
MS-II-00006-00031-000-00083,39r
MS-II-00006-00031-000-00084,39v
MS-II-00006-00031-000-00085,40r
MS-II-00006-00031-000-00086,40v
MS-II-00006-00031-000-00087,41r
MS-II-00006-00031-000-00088,41v
MS-II-00006-00031-000-00089,42r
MS-II-00006-00031-000-00090,42v
MS-II-00006-00031-000-00091,43r
MS-II-00006-00031-000-00092,43v
MS-II-00006-00031-000-00093,44r
MS-II-00006-00031-000-00094,44v
MS-II-00006-00031-000-00095,45r
MS-II-00006-00031-000-00096,45v
MS-II-00006-00031-000-00097,46r
MS-II-00006-00031-000-00098,46v
MS-II-00006-00031-000-00099,47r
MS-II-00006-00031-000-00100,47v
MS-II-00006-00031-000-00101,48r
MS-II-00006-00031-000-00102,48v
MS-II-00006-00031-000-00103,49r
MS-II-00006-00031-000-00104,49v
MS-II-00006-00031-000-00105,50r
MS-II-00006-00031-000-00106,50v
MS-II-00006-00031-000-00107,51r
MS-II-00006-00031-000-00108,51v
MS-II-00006-00031-000-00109,52r
MS-II-00006-00031-000-00110,52v
MS-II-00006-00031-000-00111,53r
MS-II-00006-00031-000-00112,53v
MS-II-00006-00031-000-00113,54r
MS-II-00006-00031-000-00114,54v
MS-II-00006-00031-000-00115,55r
MS-II-00006-00031-000-00116,55v
MS-II-00006-00031-000-00117,56r
MS-II-00006-00031-000-00118,56v
MS-II-00006-00031-000-00119,57r
MS-II-00006-00031-000-00120,57v
MS-II-00006-00031-000-00121,58r
MS-II-00006-00031-000-00122,58v
MS-II-00006-00031-000-00123,59r
MS-II-00006-00031-000-00124,59v
MS-II-00006-00031-000-00125,60r
MS-II-00006-00031-000-00126,60v
MS-II-00006-00031-000-00127,61r
MS-II-00006-00031-000-00128,61v
MS-II-00006-00031-000-00129,62r
MS-II-00006-00031-000-00130,62v
MS-II-00006-00031-000-00131,63r
MS-II-00006-00031-000-00132,63v
MS-II-00006-00031-000-00133,64r
MS-II-00006-00031-000-00134,64v
MS-II-00006-00031-000-00135,[ii] recto
MS-II-00006-00031-000-00136,[ii] verso
MS-II-00006-00031-000-00137,[b] recto
MS-II-00006-00031-000-00138,[b] verso
MS-II-00006-00031-000-00139,"rear cover, inner"
MS-II-00006-00031-000-00140,"rear cover, outer"
MS-II-00006-00031-000-00141,spine
