image,label
MS-GG-00005-00035-000-00001,"front cover, outer"
MS-GG-00005-00035-000-00002,"front cover, inner"
MS-GG-00005-00035-000-00003,[a] recto
MS-GG-00005-00035-000-00004,[a] verso
MS-GG-00005-00035-000-00005,i recto
MS-GG-00005-00035-000-00006,i verso
MS-GG-00005-00035-000-00007,ii recto
MS-GG-00005-00035-000-00008,ii verso
MS-GG-00005-00035-000-00009,ii* recto
MS-GG-00005-00035-000-00010,ii* verso
MS-GG-00005-00035-000-00011,iii recto
MS-GG-00005-00035-000-00012,iii verso
MS-GG-00005-00035-000-00013,1r
MS-GG-00005-00035-000-00014,1v
MS-GG-00005-00035-000-00015,2r
MS-GG-00005-00035-000-00016,2v
MS-GG-00005-00035-000-00017,3r
MS-GG-00005-00035-000-00018,3v
MS-GG-00005-00035-000-00019,4r
MS-GG-00005-00035-000-00020,4v
MS-GG-00005-00035-000-00021,5r
MS-GG-00005-00035-000-00022,5v
MS-GG-00005-00035-000-00023,6r
MS-GG-00005-00035-000-00024,6v
MS-GG-00005-00035-000-00025,7r
MS-GG-00005-00035-000-00026,7v
MS-GG-00005-00035-000-00027,8r
MS-GG-00005-00035-000-00028,8v
MS-GG-00005-00035-000-00029,9r
MS-GG-00005-00035-000-00030,9v
MS-GG-00005-00035-000-00031,10r
MS-GG-00005-00035-000-00032,10v
MS-GG-00005-00035-000-00033,11r
MS-GG-00005-00035-000-00034,11v
MS-GG-00005-00035-000-00035,12r
MS-GG-00005-00035-000-00036,12v
MS-GG-00005-00035-000-00037,13r
MS-GG-00005-00035-000-00038,13v
MS-GG-00005-00035-000-00039,14r
MS-GG-00005-00035-000-00040,14v
MS-GG-00005-00035-000-00041,15r
MS-GG-00005-00035-000-00042,15v
MS-GG-00005-00035-000-00043,16r
MS-GG-00005-00035-000-00044,16v
MS-GG-00005-00035-000-00045,17r
MS-GG-00005-00035-000-00046,17v
MS-GG-00005-00035-000-00047,18r
MS-GG-00005-00035-000-00048,18v
MS-GG-00005-00035-000-00049,19r
MS-GG-00005-00035-000-00050,19v
MS-GG-00005-00035-000-00051,20r
MS-GG-00005-00035-000-00052,20v
MS-GG-00005-00035-000-00053,21r
MS-GG-00005-00035-000-00054,21v
MS-GG-00005-00035-000-00055,22r
MS-GG-00005-00035-000-00056,22v
MS-GG-00005-00035-000-00057,23r
MS-GG-00005-00035-000-00058,23v
MS-GG-00005-00035-000-00059,24r
MS-GG-00005-00035-000-00060,24v
MS-GG-00005-00035-000-00061,25r
MS-GG-00005-00035-000-00062,25v
MS-GG-00005-00035-000-00063,26r
MS-GG-00005-00035-000-00064,26v
MS-GG-00005-00035-000-00065,27r
MS-GG-00005-00035-000-00066,27v
MS-GG-00005-00035-000-00067,28r
MS-GG-00005-00035-000-00068,28v
MS-GG-00005-00035-000-00069,29r
MS-GG-00005-00035-000-00070,29v
MS-GG-00005-00035-000-00071,30r
MS-GG-00005-00035-000-00072,30v
MS-GG-00005-00035-000-00073,31r
MS-GG-00005-00035-000-00074,31v
MS-GG-00005-00035-000-00075,32r
MS-GG-00005-00035-000-00076,32v
MS-GG-00005-00035-000-00077,33r
MS-GG-00005-00035-000-00078,33v
MS-GG-00005-00035-000-00079,34r
MS-GG-00005-00035-000-00080,34v
MS-GG-00005-00035-000-00081,35r
MS-GG-00005-00035-000-00082,35v
MS-GG-00005-00035-000-00083,36r
MS-GG-00005-00035-000-00084,36v
MS-GG-00005-00035-000-00085,37r
MS-GG-00005-00035-000-00086,37v
MS-GG-00005-00035-000-00087,38r
