image,label
MS-GG-00004-00027-00001-000-00001,"front cover, outer"
MS-GG-00004-00027-00001-000-00002,"front cover, inner"
MS-GG-00004-00027-00001-000-00003,[i] recto
MS-GG-00004-00027-00001-000-00004,[i] verso
MS-GG-00004-00027-00001-000-00005,1r
MS-GG-00004-00027-00001-000-00006,1v
MS-GG-00004-00027-00001-000-00007,2r
MS-GG-00004-00027-00001-000-00008,2v
MS-GG-00004-00027-00001-000-00009,3r
MS-GG-00004-00027-00001-000-00010,3v
MS-GG-00004-00027-00001-000-00011,4r
MS-GG-00004-00027-00001-000-00012,4v
MS-GG-00004-00027-00001-000-00013,5r
MS-GG-00004-00027-00001-000-00014,5v
MS-GG-00004-00027-00001-000-00015,6r
MS-GG-00004-00027-00001-000-00016,6v
MS-GG-00004-00027-00001-000-00017,7r
MS-GG-00004-00027-00001-000-00018,7v
MS-GG-00004-00027-00001-000-00019,8r
MS-GG-00004-00027-00001-000-00020,8v
MS-GG-00004-00027-00001-000-00021,9r
MS-GG-00004-00027-00001-000-00022,9v
MS-GG-00004-00027-00001-000-00023,10r
MS-GG-00004-00027-00001-000-00024,10v
MS-GG-00004-00027-00001-000-00025,11r
MS-GG-00004-00027-00001-000-00026,11v
MS-GG-00004-00027-00001-000-00027,12r
MS-GG-00004-00027-00001-000-00028,12v
MS-GG-00004-00027-00001-000-00029,13r
MS-GG-00004-00027-00001-000-00030,13v
MS-GG-00004-00027-00001-000-00031,14r
MS-GG-00004-00027-00001-000-00032,14v
MS-GG-00004-00027-00001-000-00033,15r
MS-GG-00004-00027-00001-000-00034,15v
MS-GG-00004-00027-00001-000-00035,16r
MS-GG-00004-00027-00001-000-00036,16v
MS-GG-00004-00027-00001-000-00037,17r
MS-GG-00004-00027-00001-000-00038,17v
MS-GG-00004-00027-00001-000-00039,18r
MS-GG-00004-00027-00001-000-00040,18v
MS-GG-00004-00027-00001-000-00041,19r
MS-GG-00004-00027-00001-000-00042,19v
MS-GG-00004-00027-00001-000-00043,20r
MS-GG-00004-00027-00001-000-00044,20v
MS-GG-00004-00027-00001-000-00045,21r
MS-GG-00004-00027-00001-000-00046,21v
MS-GG-00004-00027-00001-000-00047,22r
MS-GG-00004-00027-00001-000-00048,22v
MS-GG-00004-00027-00001-000-00049,23r
MS-GG-00004-00027-00001-000-00050,23v
MS-GG-00004-00027-00001-000-00051,24r
MS-GG-00004-00027-00001-000-00052,24v
MS-GG-00004-00027-00001-000-00053,25r
MS-GG-00004-00027-00001-000-00054,25v
MS-GG-00004-00027-00001-000-00055,26r
MS-GG-00004-00027-00001-000-00056,26v
MS-GG-00004-00027-00001-000-00057,27r
MS-GG-00004-00027-00001-000-00058,27v
MS-GG-00004-00027-00001-000-00059,28r
MS-GG-00004-00027-00001-000-00060,28v
MS-GG-00004-00027-00001-000-00061,29r
MS-GG-00004-00027-00001-000-00062,29v
MS-GG-00004-00027-00001-000-00063,30r
MS-GG-00004-00027-00001-000-00064,30v
MS-GG-00004-00027-00001-000-00065,31r
MS-GG-00004-00027-00001-000-00066,31v
MS-GG-00004-00027-00001-000-00067,32r
MS-GG-00004-00027-00001-000-00068,32v
MS-GG-00004-00027-00001-000-00069,33r
MS-GG-00004-00027-00001-000-00070,33v
MS-GG-00004-00027-00001-000-00071,34r
MS-GG-00004-00027-00001-000-00072,34v
MS-GG-00004-00027-00001-000-00073,35r
MS-GG-00004-00027-00001-000-00074,35v
MS-GG-00004-00027-00001-000-00075,36r
MS-GG-00004-00027-00001-000-00076,36v
MS-GG-00004-00027-00001-000-00077,37r
MS-GG-00004-00027-00001-000-00078,37v
MS-GG-00004-00027-00001-000-00079,38r
MS-GG-00004-00027-00001-000-00080,38v
MS-GG-00004-00027-00001-000-00081,39r
MS-GG-00004-00027-00001-000-00082,39v
MS-GG-00004-00027-00001-000-00083,40r
MS-GG-00004-00027-00001-000-00084,40v
MS-GG-00004-00027-00001-000-00085,41r
MS-GG-00004-00027-00001-000-00086,41v
MS-GG-00004-00027-00001-000-00087,42r
MS-GG-00004-00027-00001-000-00088,42v
MS-GG-00004-00027-00001-000-00089,43r
MS-GG-00004-00027-00001-000-00090,43v
MS-GG-00004-00027-00001-000-00091,44r
MS-GG-00004-00027-00001-000-00092,44v
MS-GG-00004-00027-00001-000-00093,45r
MS-GG-00004-00027-00001-000-00094,45v
MS-GG-00004-00027-00001-000-00095,46r
MS-GG-00004-00027-00001-000-00096,46v
MS-GG-00004-00027-00001-000-00097,47r
MS-GG-00004-00027-00001-000-00098,47v
MS-GG-00004-00027-00001-000-00099,48r
MS-GG-00004-00027-00001-000-00100,48v
MS-GG-00004-00027-00001-000-00101,49r
MS-GG-00004-00027-00001-000-00102,49v
MS-GG-00004-00027-00001-000-00103,50r
MS-GG-00004-00027-00001-000-00104,50v
MS-GG-00004-00027-00001-000-00105,51r
MS-GG-00004-00027-00001-000-00106,51v
MS-GG-00004-00027-00001-000-00107,52r
MS-GG-00004-00027-00001-000-00108,52v
MS-GG-00004-00027-00001-000-00109,53r
MS-GG-00004-00027-00001-000-00110,53v
MS-GG-00004-00027-00001-000-00111,54r
MS-GG-00004-00027-00001-000-00112,54v
MS-GG-00004-00027-00001-000-00113,55r
MS-GG-00004-00027-00001-000-00114,55v
MS-GG-00004-00027-00001-000-00115,56r
MS-GG-00004-00027-00001-000-00116,56v
MS-GG-00004-00027-00001-000-00117,57r
MS-GG-00004-00027-00001-000-00118,57v
MS-GG-00004-00027-00001-000-00119,58r
MS-GG-00004-00027-00001-000-00120,58v
MS-GG-00004-00027-00001-000-00121,59r
MS-GG-00004-00027-00001-000-00122,59v
MS-GG-00004-00027-00001-000-00123,60r
MS-GG-00004-00027-00001-000-00124,60v
MS-GG-00004-00027-00001-000-00125,61r
MS-GG-00004-00027-00001-000-00126,61v
MS-GG-00004-00027-00001-000-00127,62r
MS-GG-00004-00027-00001-000-00128,62v
MS-GG-00004-00027-00001-000-00129,63r
MS-GG-00004-00027-00001-000-00130,63v
MS-GG-00004-00027-00001-000-00131,64r
MS-GG-00004-00027-00001-000-00132,64v
MS-GG-00004-00027-00001-000-00133,65r
MS-GG-00004-00027-00001-000-00134,65v
MS-GG-00004-00027-00001-000-00135,66r
MS-GG-00004-00027-00001-000-00136,66v
MS-GG-00004-00027-00001-000-00137,67r
MS-GG-00004-00027-00001-000-00138,67v
MS-GG-00004-00027-00001-000-00139,68r
MS-GG-00004-00027-00001-000-00140,68v
MS-GG-00004-00027-00001-000-00141,69r
MS-GG-00004-00027-00001-000-00142,69v
MS-GG-00004-00027-00001-000-00143,70r
MS-GG-00004-00027-00001-000-00144,70v
MS-GG-00004-00027-00001-000-00145,71r
MS-GG-00004-00027-00001-000-00146,71v
MS-GG-00004-00027-00001-000-00147,72r
MS-GG-00004-00027-00001-000-00148,72v
MS-GG-00004-00027-00001-000-00149,73r
MS-GG-00004-00027-00001-000-00150,73v
MS-GG-00004-00027-00001-000-00151,74r
MS-GG-00004-00027-00001-000-00152,74v
MS-GG-00004-00027-00001-000-00153,75r
MS-GG-00004-00027-00001-000-00154,75v
MS-GG-00004-00027-00001-000-00155,76r
MS-GG-00004-00027-00001-000-00156,76v
MS-GG-00004-00027-00001-000-00157,77r
MS-GG-00004-00027-00001-000-00158,77v
MS-GG-00004-00027-00001-000-00159,78r
MS-GG-00004-00027-00001-000-00160,78v
MS-GG-00004-00027-00001-000-00161,79r
MS-GG-00004-00027-00001-000-00162,79v
MS-GG-00004-00027-00001-000-00163,80r
MS-GG-00004-00027-00001-000-00164,80v
MS-GG-00004-00027-00001-000-00165,81r
MS-GG-00004-00027-00001-000-00166,81v
MS-GG-00004-00027-00001-000-00167,82r
MS-GG-00004-00027-00001-000-00168,82v
