image,label
MS-DD-00005-00005-000-00001,"front cover, outer"
MS-DD-00005-00005-000-00002,"front cover, inner"
MS-DD-00005-00005-000-00003,a recto
MS-DD-00005-00005-000-00004,a verso
MS-DD-00005-00005-000-00005,13r
MS-DD-00005-00005-000-00006,13v
MS-DD-00005-00005-000-00007,14r
MS-DD-00005-00005-000-00008,14v
MS-DD-00005-00005-000-00009,15r
MS-DD-00005-00005-000-00010,15v
MS-DD-00005-00005-000-00011,16r
MS-DD-00005-00005-000-00012,16v
MS-DD-00005-00005-000-00013,17r
MS-DD-00005-00005-000-00014,17v
MS-DD-00005-00005-000-00015,18r
MS-DD-00005-00005-000-00016,18v
MS-DD-00005-00005-000-00017,19r
MS-DD-00005-00005-000-00018,19v
MS-DD-00005-00005-000-00019,20r
MS-DD-00005-00005-000-00020,20v
MS-DD-00005-00005-000-00021,21r
MS-DD-00005-00005-000-00022,21v
MS-DD-00005-00005-000-00023,22r
MS-DD-00005-00005-000-00024,22v
MS-DD-00005-00005-000-00025,23r
MS-DD-00005-00005-000-00026,23v
MS-DD-00005-00005-000-00027,24r
MS-DD-00005-00005-000-00028,24v
MS-DD-00005-00005-000-00029,25r
MS-DD-00005-00005-000-00030,25v
MS-DD-00005-00005-000-00031,26r
MS-DD-00005-00005-000-00032,26v
MS-DD-00005-00005-000-00033,27r
MS-DD-00005-00005-000-00034,27v
MS-DD-00005-00005-000-00035,28r
MS-DD-00005-00005-000-00036,28v
MS-DD-00005-00005-000-00037,29r
MS-DD-00005-00005-000-00038,29v
MS-DD-00005-00005-000-00039,30r
MS-DD-00005-00005-000-00040,30v
MS-DD-00005-00005-000-00041,31r
MS-DD-00005-00005-000-00042,31v
MS-DD-00005-00005-000-00043,32r
MS-DD-00005-00005-000-00044,32v
MS-DD-00005-00005-000-00045,33r
MS-DD-00005-00005-000-00046,33v
MS-DD-00005-00005-000-00047,34r
MS-DD-00005-00005-000-00048,34v
MS-DD-00005-00005-000-00049,35r
MS-DD-00005-00005-000-00050,35v
MS-DD-00005-00005-000-00051,37r
MS-DD-00005-00005-000-00052,37v
MS-DD-00005-00005-000-00053,38r
MS-DD-00005-00005-000-00054,38v
MS-DD-00005-00005-000-00055,39r
MS-DD-00005-00005-000-00056,39v
MS-DD-00005-00005-000-00057,40r
MS-DD-00005-00005-000-00058,40v
MS-DD-00005-00005-000-00059,41r
MS-DD-00005-00005-000-00060,41v
MS-DD-00005-00005-000-00061,42r
MS-DD-00005-00005-000-00062,42v
MS-DD-00005-00005-000-00063,43r
MS-DD-00005-00005-000-00064,43v
MS-DD-00005-00005-000-00065,44r
MS-DD-00005-00005-000-00066,44v
MS-DD-00005-00005-000-00067,45r
MS-DD-00005-00005-000-00068,45v
MS-DD-00005-00005-000-00069,46r
MS-DD-00005-00005-000-00070,46v
MS-DD-00005-00005-000-00071,47r
MS-DD-00005-00005-000-00072,47v
MS-DD-00005-00005-000-00073,48r
MS-DD-00005-00005-000-00074,48v
MS-DD-00005-00005-000-00075,49r
MS-DD-00005-00005-000-00076,49v
MS-DD-00005-00005-000-00077,50r
MS-DD-00005-00005-000-00078,50v
MS-DD-00005-00005-000-00079,51r
MS-DD-00005-00005-000-00080,51v
MS-DD-00005-00005-000-00081,52r
MS-DD-00005-00005-000-00082,52v
MS-DD-00005-00005-000-00083,53r
MS-DD-00005-00005-000-00084,53v
MS-DD-00005-00005-000-00085,54r
MS-DD-00005-00005-000-00086,54v
MS-DD-00005-00005-000-00087,55r
MS-DD-00005-00005-000-00088,55v
MS-DD-00005-00005-000-00089,56r
MS-DD-00005-00005-000-00090,56v
MS-DD-00005-00005-000-00091,57r
MS-DD-00005-00005-000-00092,57v
MS-DD-00005-00005-000-00093,58r
MS-DD-00005-00005-000-00094,58v
MS-DD-00005-00005-000-00095,59r
MS-DD-00005-00005-000-00096,59v
MS-DD-00005-00005-000-00097,60r
MS-DD-00005-00005-000-00098,60v
MS-DD-00005-00005-000-00099,61r
MS-DD-00005-00005-000-00100,61v
MS-DD-00005-00005-000-00101,62r
MS-DD-00005-00005-000-00102,62v
MS-DD-00005-00005-000-00103,63r
MS-DD-00005-00005-000-00104,63v
MS-DD-00005-00005-000-00105,64r
MS-DD-00005-00005-000-00106,64v
MS-DD-00005-00005-000-00107,65r
MS-DD-00005-00005-000-00108,65v
MS-DD-00005-00005-000-00109,66r
MS-DD-00005-00005-000-00110,66v
MS-DD-00005-00005-000-00111,67r
MS-DD-00005-00005-000-00112,67v
MS-DD-00005-00005-000-00113,68r
MS-DD-00005-00005-000-00114,68v
MS-DD-00005-00005-000-00115,69r
MS-DD-00005-00005-000-00116,69v
MS-DD-00005-00005-000-00117,70r
MS-DD-00005-00005-000-00118,70v
MS-DD-00005-00005-000-00119,71r
MS-DD-00005-00005-000-00120,71v
MS-DD-00005-00005-000-00121,72r
MS-DD-00005-00005-000-00122,72v
MS-DD-00005-00005-000-00123,73r
MS-DD-00005-00005-000-00124,73v
MS-DD-00005-00005-000-00125,74r
MS-DD-00005-00005-000-00126,74v
MS-DD-00005-00005-000-00127,75r
MS-DD-00005-00005-000-00128,75v
MS-DD-00005-00005-000-00129,76r
MS-DD-00005-00005-000-00130,76v
MS-DD-00005-00005-000-00131,77r
MS-DD-00005-00005-000-00132,77v
MS-DD-00005-00005-000-00133,78r
MS-DD-00005-00005-000-00134,78v
MS-DD-00005-00005-000-00135,79r
MS-DD-00005-00005-000-00136,79v
MS-DD-00005-00005-000-00137,80r
MS-DD-00005-00005-000-00138,80v
MS-DD-00005-00005-000-00139,81r
MS-DD-00005-00005-000-00140,81v
MS-DD-00005-00005-000-00141,82r
MS-DD-00005-00005-000-00142,82v
MS-DD-00005-00005-000-00143,83r
MS-DD-00005-00005-000-00144,83v
MS-DD-00005-00005-000-00145,84r
MS-DD-00005-00005-000-00146,84v
MS-DD-00005-00005-000-00147,85r
MS-DD-00005-00005-000-00148,85v
MS-DD-00005-00005-000-00149,86r
MS-DD-00005-00005-000-00150,86v
MS-DD-00005-00005-000-00151,87r
MS-DD-00005-00005-000-00152,87v
MS-DD-00005-00005-000-00153,88r
MS-DD-00005-00005-000-00154,88v
MS-DD-00005-00005-000-00155,89r
MS-DD-00005-00005-000-00156,89v
MS-DD-00005-00005-000-00157,91r
MS-DD-00005-00005-000-00158,91v
MS-DD-00005-00005-000-00159,92r
MS-DD-00005-00005-000-00160,92v
MS-DD-00005-00005-000-00161,93r
MS-DD-00005-00005-000-00162,93v
MS-DD-00005-00005-000-00163,94r
MS-DD-00005-00005-000-00164,94v
MS-DD-00005-00005-000-00165,95r
MS-DD-00005-00005-000-00166,95v
MS-DD-00005-00005-000-00167,96r
MS-DD-00005-00005-000-00168,96v
MS-DD-00005-00005-000-00169,97r
MS-DD-00005-00005-000-00170,97v
MS-DD-00005-00005-000-00171,98r
MS-DD-00005-00005-000-00172,98v
MS-DD-00005-00005-000-00173,99r
MS-DD-00005-00005-000-00174,99v
MS-DD-00005-00005-000-00175,100r
MS-DD-00005-00005-000-00176,100v
MS-DD-00005-00005-000-00177,101r
MS-DD-00005-00005-000-00178,101v
MS-DD-00005-00005-000-00179,102r
MS-DD-00005-00005-000-00180,102v
MS-DD-00005-00005-000-00181,103r
MS-DD-00005-00005-000-00182,103v
MS-DD-00005-00005-000-00183,104r
MS-DD-00005-00005-000-00184,104v
MS-DD-00005-00005-000-00185,105r
MS-DD-00005-00005-000-00186,105v
MS-DD-00005-00005-000-00187,106r
MS-DD-00005-00005-000-00188,106v
MS-DD-00005-00005-000-00189,107r
MS-DD-00005-00005-000-00190,107v
MS-DD-00005-00005-000-00191,108r
MS-DD-00005-00005-000-00192,108v
MS-DD-00005-00005-000-00193,109r
MS-DD-00005-00005-000-00194,109v
MS-DD-00005-00005-000-00195,110r
MS-DD-00005-00005-000-00196,110v
MS-DD-00005-00005-000-00197,111r
MS-DD-00005-00005-000-00198,111v
MS-DD-00005-00005-000-00199,112r
MS-DD-00005-00005-000-00200,112v
MS-DD-00005-00005-000-00201,113r
MS-DD-00005-00005-000-00202,113v
MS-DD-00005-00005-000-00203,114r
MS-DD-00005-00005-000-00204,114v
MS-DD-00005-00005-000-00205,115r
MS-DD-00005-00005-000-00206,115v
MS-DD-00005-00005-000-00207,116r
MS-DD-00005-00005-000-00208,116v
MS-DD-00005-00005-000-00209,117r
MS-DD-00005-00005-000-00210,117v
MS-DD-00005-00005-000-00211,118r
MS-DD-00005-00005-000-00212,118v
MS-DD-00005-00005-000-00213,119r
MS-DD-00005-00005-000-00214,119v
MS-DD-00005-00005-000-00215,120r
MS-DD-00005-00005-000-00216,120v
MS-DD-00005-00005-000-00217,121r
MS-DD-00005-00005-000-00218,121v
MS-DD-00005-00005-000-00219,122r
MS-DD-00005-00005-000-00220,122v
MS-DD-00005-00005-000-00221,123r
MS-DD-00005-00005-000-00222,123v
MS-DD-00005-00005-000-00223,124r
MS-DD-00005-00005-000-00224,124v
MS-DD-00005-00005-000-00225,125r
MS-DD-00005-00005-000-00226,125v
MS-DD-00005-00005-000-00227,126r
MS-DD-00005-00005-000-00228,126v
MS-DD-00005-00005-000-00229,127r
MS-DD-00005-00005-000-00230,127v
MS-DD-00005-00005-000-00231,128r
MS-DD-00005-00005-000-00232,128v
MS-DD-00005-00005-000-00233,129r
MS-DD-00005-00005-000-00234,129v
MS-DD-00005-00005-000-00235,130r
MS-DD-00005-00005-000-00236,130v
MS-DD-00005-00005-000-00237,131r
MS-DD-00005-00005-000-00238,131v
MS-DD-00005-00005-000-00239,132r
MS-DD-00005-00005-000-00240,132v
MS-DD-00005-00005-000-00241,133r
MS-DD-00005-00005-000-00242,133v
MS-DD-00005-00005-000-00243,134r
MS-DD-00005-00005-000-00244,134v
MS-DD-00005-00005-000-00245,135r
MS-DD-00005-00005-000-00246,135v
MS-DD-00005-00005-000-00247,136r
MS-DD-00005-00005-000-00248,136v
MS-DD-00005-00005-000-00249,137r
MS-DD-00005-00005-000-00250,137v
MS-DD-00005-00005-000-00251,138r
MS-DD-00005-00005-000-00252,138v
MS-DD-00005-00005-000-00253,139r
MS-DD-00005-00005-000-00254,139v
MS-DD-00005-00005-000-00255,140r
MS-DD-00005-00005-000-00256,140v
MS-DD-00005-00005-000-00257,141r
MS-DD-00005-00005-000-00258,141v
MS-DD-00005-00005-000-00259,142r
MS-DD-00005-00005-000-00260,142v
MS-DD-00005-00005-000-00261,143r
MS-DD-00005-00005-000-00262,143v
MS-DD-00005-00005-000-00263,144r
MS-DD-00005-00005-000-00264,144v
MS-DD-00005-00005-000-00265,145r
MS-DD-00005-00005-000-00266,145v
MS-DD-00005-00005-000-00267,146r
MS-DD-00005-00005-000-00268,146v
MS-DD-00005-00005-000-00269,147r
MS-DD-00005-00005-000-00270,147v
MS-DD-00005-00005-000-00271,148r
MS-DD-00005-00005-000-00272,148v
MS-DD-00005-00005-000-00273,149r
MS-DD-00005-00005-000-00274,149v
MS-DD-00005-00005-000-00275,150r
MS-DD-00005-00005-000-00276,150v
MS-DD-00005-00005-000-00277,151r
MS-DD-00005-00005-000-00278,151v
MS-DD-00005-00005-000-00279,152r
MS-DD-00005-00005-000-00280,152v
MS-DD-00005-00005-000-00281,153r
MS-DD-00005-00005-000-00282,153v
MS-DD-00005-00005-000-00283,154r
MS-DD-00005-00005-000-00284,154v
MS-DD-00005-00005-000-00285,155r
MS-DD-00005-00005-000-00286,155v
MS-DD-00005-00005-000-00287,156r
MS-DD-00005-00005-000-00288,156v
MS-DD-00005-00005-000-00289,157r
MS-DD-00005-00005-000-00290,157v
MS-DD-00005-00005-000-00291,158r
MS-DD-00005-00005-000-00292,158v
MS-DD-00005-00005-000-00293,159r
MS-DD-00005-00005-000-00294,159v
MS-DD-00005-00005-000-00295,160r
MS-DD-00005-00005-000-00296,160v
MS-DD-00005-00005-000-00297,161r
MS-DD-00005-00005-000-00298,161v
MS-DD-00005-00005-000-00299,162r
MS-DD-00005-00005-000-00300,162v
MS-DD-00005-00005-000-00301,163r
MS-DD-00005-00005-000-00302,163v
MS-DD-00005-00005-000-00303,164r
MS-DD-00005-00005-000-00304,164v
MS-DD-00005-00005-000-00305,165r
MS-DD-00005-00005-000-00306,165v
MS-DD-00005-00005-000-00307,166r
MS-DD-00005-00005-000-00308,166v
MS-DD-00005-00005-000-00309,167r
MS-DD-00005-00005-000-00310,167v
MS-DD-00005-00005-000-00311,168r
MS-DD-00005-00005-000-00312,168v
MS-DD-00005-00005-000-00313,169r
MS-DD-00005-00005-000-00314,169v
MS-DD-00005-00005-000-00315,170r
MS-DD-00005-00005-000-00316,170v
MS-DD-00005-00005-000-00317,171r
MS-DD-00005-00005-000-00318,171v
MS-DD-00005-00005-000-00319,172r
MS-DD-00005-00005-000-00320,172v
MS-DD-00005-00005-000-00321,173r
MS-DD-00005-00005-000-00322,173v
MS-DD-00005-00005-000-00323,174r
MS-DD-00005-00005-000-00324,174v
MS-DD-00005-00005-000-00325,175r
MS-DD-00005-00005-000-00326,175v
MS-DD-00005-00005-000-00327,176r
MS-DD-00005-00005-000-00328,176v
MS-DD-00005-00005-000-00329,177r
MS-DD-00005-00005-000-00330,177v
MS-DD-00005-00005-000-00331,178r
MS-DD-00005-00005-000-00332,178v
MS-DD-00005-00005-000-00333,179r
MS-DD-00005-00005-000-00334,179v
MS-DD-00005-00005-000-00335,180r
MS-DD-00005-00005-000-00336,180v
MS-DD-00005-00005-000-00337,181r
MS-DD-00005-00005-000-00338,181v
MS-DD-00005-00005-000-00339,182r
MS-DD-00005-00005-000-00340,182v
MS-DD-00005-00005-000-00341,183r
MS-DD-00005-00005-000-00342,183v
MS-DD-00005-00005-000-00343,184r
MS-DD-00005-00005-000-00344,184v
MS-DD-00005-00005-000-00345,185r
MS-DD-00005-00005-000-00346,185v
MS-DD-00005-00005-000-00347,186r
MS-DD-00005-00005-000-00348,186v
MS-DD-00005-00005-000-00349,187r
MS-DD-00005-00005-000-00350,187v
MS-DD-00005-00005-000-00351,188r
MS-DD-00005-00005-000-00352,188v
MS-DD-00005-00005-000-00353,189r
MS-DD-00005-00005-000-00354,189v
MS-DD-00005-00005-000-00355,190r
MS-DD-00005-00005-000-00356,190v
MS-DD-00005-00005-000-00357,191r
MS-DD-00005-00005-000-00358,191v
MS-DD-00005-00005-000-00359,192r
MS-DD-00005-00005-000-00360,192v
MS-DD-00005-00005-000-00361,193r
MS-DD-00005-00005-000-00362,193v
MS-DD-00005-00005-000-00363,194r
MS-DD-00005-00005-000-00364,194v
MS-DD-00005-00005-000-00365,195r
MS-DD-00005-00005-000-00366,195v
MS-DD-00005-00005-000-00367,196r
MS-DD-00005-00005-000-00368,196v
MS-DD-00005-00005-000-00369,197r
MS-DD-00005-00005-000-00370,197v
MS-DD-00005-00005-000-00371,198r
MS-DD-00005-00005-000-00372,198v
MS-DD-00005-00005-000-00373,199r
MS-DD-00005-00005-000-00374,199v
MS-DD-00005-00005-000-00375,200r
MS-DD-00005-00005-000-00376,200v
MS-DD-00005-00005-000-00377,201r
MS-DD-00005-00005-000-00378,201v
MS-DD-00005-00005-000-00379,202r
MS-DD-00005-00005-000-00380,202v
MS-DD-00005-00005-000-00381,203r
MS-DD-00005-00005-000-00382,203v
MS-DD-00005-00005-000-00383,204r
MS-DD-00005-00005-000-00384,204v
