image,label
MS-LL-00001-00018-000-00001,"front cover, outer"
MS-LL-00001-00018-000-00002,"front cover, inner"
MS-LL-00001-00018-000-00003,[i] recto
MS-LL-00001-00018-000-00004,[i] verso
MS-LL-00001-00018-000-00005,3r
MS-LL-00001-00018-000-00006,3v
MS-LL-00001-00018-000-00007,4r
MS-LL-00001-00018-000-00008,4v
MS-LL-00001-00018-000-00009,6r
MS-LL-00001-00018-000-00010,6v
MS-LL-00001-00018-000-00011,7r
MS-LL-00001-00018-000-00012,7v
MS-LL-00001-00018-000-00013,8r
MS-LL-00001-00018-000-00014,8v
MS-LL-00001-00018-000-00015,9r
MS-LL-00001-00018-000-00016,9v
MS-LL-00001-00018-000-00017,10r
MS-LL-00001-00018-000-00018,10v
MS-LL-00001-00018-000-00019,11r
MS-LL-00001-00018-000-00020,11v
MS-LL-00001-00018-000-00021,12r
MS-LL-00001-00018-000-00022,12v
MS-LL-00001-00018-000-00023,13r
MS-LL-00001-00018-000-00024,13v
MS-LL-00001-00018-000-00025,14r
MS-LL-00001-00018-000-00026,14v
MS-LL-00001-00018-000-00027,15r
MS-LL-00001-00018-000-00028,15v
MS-LL-00001-00018-000-00029,16r
MS-LL-00001-00018-000-00030,16v
MS-LL-00001-00018-000-00031,17r
MS-LL-00001-00018-000-00032,17v
MS-LL-00001-00018-000-00033,19r
MS-LL-00001-00018-000-00034,19v
MS-LL-00001-00018-000-00035,20r
MS-LL-00001-00018-000-00036,20v
MS-LL-00001-00018-000-00037,21r
MS-LL-00001-00018-000-00038,21v
MS-LL-00001-00018-000-00039,22r
MS-LL-00001-00018-000-00040,22v
MS-LL-00001-00018-000-00041,23r
MS-LL-00001-00018-000-00042,23v
MS-LL-00001-00018-000-00043,24r
MS-LL-00001-00018-000-00044,24v
MS-LL-00001-00018-000-00045,25r
MS-LL-00001-00018-000-00046,25v
MS-LL-00001-00018-000-00047,26r
MS-LL-00001-00018-000-00048,26v
MS-LL-00001-00018-000-00049,30r
MS-LL-00001-00018-000-00050,30v
MS-LL-00001-00018-000-00051,31r
MS-LL-00001-00018-000-00052,31v
MS-LL-00001-00018-000-00053,32r
MS-LL-00001-00018-000-00054,32v
MS-LL-00001-00018-000-00055,33r
MS-LL-00001-00018-000-00056,33v
MS-LL-00001-00018-000-00057,34r
MS-LL-00001-00018-000-00058,34v
MS-LL-00001-00018-000-00059,35r
MS-LL-00001-00018-000-00060,35v
MS-LL-00001-00018-000-00061,36r
MS-LL-00001-00018-000-00062,36v
MS-LL-00001-00018-000-00063,37r
MS-LL-00001-00018-000-00064,37v
MS-LL-00001-00018-000-00065,38r
MS-LL-00001-00018-000-00066,38v
MS-LL-00001-00018-000-00067,39r
MS-LL-00001-00018-000-00068,39v
MS-LL-00001-00018-000-00069,40r
MS-LL-00001-00018-000-00070,40v
MS-LL-00001-00018-000-00071,41r
MS-LL-00001-00018-000-00072,41v
MS-LL-00001-00018-000-00073,42r
MS-LL-00001-00018-000-00074,42v
MS-LL-00001-00018-000-00075,43r
MS-LL-00001-00018-000-00076,43v
MS-LL-00001-00018-000-00077,44r
MS-LL-00001-00018-000-00078,44v
MS-LL-00001-00018-000-00079,45r
MS-LL-00001-00018-000-00080,45v
MS-LL-00001-00018-000-00081,46r
MS-LL-00001-00018-000-00082,46v
MS-LL-00001-00018-000-00083,47r
MS-LL-00001-00018-000-00084,47v
MS-LL-00001-00018-000-00085,48r
MS-LL-00001-00018-000-00086,48v
MS-LL-00001-00018-000-00087,49r
MS-LL-00001-00018-000-00088,49v
MS-LL-00001-00018-000-00089,50r
MS-LL-00001-00018-000-00090,50v
MS-LL-00001-00018-000-00091,51r
MS-LL-00001-00018-000-00092,51v
MS-LL-00001-00018-000-00093,52r
MS-LL-00001-00018-000-00094,52v
MS-LL-00001-00018-000-00095,53r
MS-LL-00001-00018-000-00096,53v
MS-LL-00001-00018-000-00097,54r
MS-LL-00001-00018-000-00098,54v
MS-LL-00001-00018-000-00099,55r
MS-LL-00001-00018-000-00100,55v
MS-LL-00001-00018-000-00101,56r
MS-LL-00001-00018-000-00102,56v
