image,label
MS-II-00006-00017-000-00001,outside_left_cover
MS-II-00006-00017-000-00002,inside_left_cover
MS-II-00006-00017-000-00003,[i] recto
MS-II-00006-00017-000-00004,[i] verso
MS-II-00006-00017-000-00005,1r
MS-II-00006-00017-000-00006,1v
MS-II-00006-00017-000-00007,2r
MS-II-00006-00017-000-00008,2v
MS-II-00006-00017-000-00009,3r
MS-II-00006-00017-000-00010,3v
MS-II-00006-00017-000-00011,4r
MS-II-00006-00017-000-00012,4v
MS-II-00006-00017-000-00013,5r
MS-II-00006-00017-000-00014,5v
MS-II-00006-00017-000-00015,6r
MS-II-00006-00017-000-00016,6v
MS-II-00006-00017-000-00017,7r
MS-II-00006-00017-000-00018,7v
MS-II-00006-00017-000-00019,8r
MS-II-00006-00017-000-00020,8v
MS-II-00006-00017-000-00021,9r
MS-II-00006-00017-000-00022,9v
MS-II-00006-00017-000-00023,10r
MS-II-00006-00017-000-00024,10v
MS-II-00006-00017-000-00025,11r
MS-II-00006-00017-000-00026,11v
MS-II-00006-00017-000-00027,12r
MS-II-00006-00017-000-00028,12v
MS-II-00006-00017-000-00029,13r
MS-II-00006-00017-000-00030,13v
MS-II-00006-00017-000-00031,14r
MS-II-00006-00017-000-00032,14v
MS-II-00006-00017-000-00033,15r
MS-II-00006-00017-000-00034,15v
MS-II-00006-00017-000-00035,16r
MS-II-00006-00017-000-00036,16v
MS-II-00006-00017-000-00037,17r
MS-II-00006-00017-000-00038,17v
MS-II-00006-00017-000-00039,18r
MS-II-00006-00017-000-00040,18v
MS-II-00006-00017-000-00041,19r
MS-II-00006-00017-000-00042,19v
MS-II-00006-00017-000-00043,20r
MS-II-00006-00017-000-00044,20v
MS-II-00006-00017-000-00045,21r
MS-II-00006-00017-000-00046,21v
MS-II-00006-00017-000-00047,22r
MS-II-00006-00017-000-00048,22v
MS-II-00006-00017-000-00049,23r
MS-II-00006-00017-000-00050,23v
MS-II-00006-00017-000-00051,24r
MS-II-00006-00017-000-00052,24v
MS-II-00006-00017-000-00053,25r
MS-II-00006-00017-000-00054,25v
MS-II-00006-00017-000-00055,26r
MS-II-00006-00017-000-00056,26v
MS-II-00006-00017-000-00057,27r
MS-II-00006-00017-000-00058,27v
MS-II-00006-00017-000-00059,28r
MS-II-00006-00017-000-00060,28v
MS-II-00006-00017-000-00061,29r
MS-II-00006-00017-000-00062,29v
MS-II-00006-00017-000-00063,30r
MS-II-00006-00017-000-00064,30v
MS-II-00006-00017-000-00065,31r
MS-II-00006-00017-000-00066,31v
MS-II-00006-00017-000-00067,32r
MS-II-00006-00017-000-00068,32v
MS-II-00006-00017-000-00069,33r
MS-II-00006-00017-000-00070,33v
MS-II-00006-00017-000-00071,34r
MS-II-00006-00017-000-00072,34v
MS-II-00006-00017-000-00073,35r
MS-II-00006-00017-000-00074,35v
MS-II-00006-00017-000-00075,36r
MS-II-00006-00017-000-00076,36v
MS-II-00006-00017-000-00077,37r
MS-II-00006-00017-000-00078,37v
MS-II-00006-00017-000-00079,38r
MS-II-00006-00017-000-00080,38v
MS-II-00006-00017-000-00081,39r
MS-II-00006-00017-000-00082,39v
MS-II-00006-00017-000-00083,40r
MS-II-00006-00017-000-00084,40v
MS-II-00006-00017-000-00085,41r
MS-II-00006-00017-000-00086,41v
MS-II-00006-00017-000-00087,42r
MS-II-00006-00017-000-00088,42v
MS-II-00006-00017-000-00089,43r
MS-II-00006-00017-000-00090,43v
MS-II-00006-00017-000-00091,44r
MS-II-00006-00017-000-00092,44v
MS-II-00006-00017-000-00093,45r
MS-II-00006-00017-000-00094,45v
MS-II-00006-00017-000-00095,46r
MS-II-00006-00017-000-00096,46v
MS-II-00006-00017-000-00097,47r
MS-II-00006-00017-000-00098,47v
MS-II-00006-00017-000-00099,48r
MS-II-00006-00017-000-00100,48v
MS-II-00006-00017-000-00101,49r
MS-II-00006-00017-000-00102,49v
MS-II-00006-00017-000-00103,50r
MS-II-00006-00017-000-00104,50v
MS-II-00006-00017-000-00105,51r
MS-II-00006-00017-000-00106,51v
MS-II-00006-00017-000-00107,52r
MS-II-00006-00017-000-00108,52v
MS-II-00006-00017-000-00109,53r
MS-II-00006-00017-000-00110,53v
MS-II-00006-00017-000-00111,54r
MS-II-00006-00017-000-00112,54v
MS-II-00006-00017-000-00113,[54a] recto
MS-II-00006-00017-000-00114,[54a] verso
MS-II-00006-00017-000-00115,55r
MS-II-00006-00017-000-00116,55v
MS-II-00006-00017-000-00117,56r
MS-II-00006-00017-000-00118,56v
MS-II-00006-00017-000-00119,57r
MS-II-00006-00017-000-00120,57v
MS-II-00006-00017-000-00121,58r
MS-II-00006-00017-000-00122,58v
MS-II-00006-00017-000-00123,59r
MS-II-00006-00017-000-00124,59v
MS-II-00006-00017-000-00125,60r
MS-II-00006-00017-000-00126,60v
MS-II-00006-00017-000-00127,61r
MS-II-00006-00017-000-00128,61v
MS-II-00006-00017-000-00129,62r
MS-II-00006-00017-000-00130,62v
MS-II-00006-00017-000-00131,63r
MS-II-00006-00017-000-00132,63v
MS-II-00006-00017-000-00133,64r
MS-II-00006-00017-000-00134,64v
MS-II-00006-00017-000-00135,65r
MS-II-00006-00017-000-00136,65v
MS-II-00006-00017-000-00137,66r
MS-II-00006-00017-000-00138,66v
MS-II-00006-00017-000-00139,67r
MS-II-00006-00017-000-00140,67v
MS-II-00006-00017-000-00141,68r
MS-II-00006-00017-000-00142,68v
MS-II-00006-00017-000-00143,69r
MS-II-00006-00017-000-00144,69v
MS-II-00006-00017-000-00145,70r
MS-II-00006-00017-000-00146,70v
MS-II-00006-00017-000-00147,71r
MS-II-00006-00017-000-00148,71v
MS-II-00006-00017-000-00149,72r
MS-II-00006-00017-000-00150,72v
MS-II-00006-00017-000-00151,73r
MS-II-00006-00017-000-00152,73v
MS-II-00006-00017-000-00153,74r
MS-II-00006-00017-000-00154,74v
MS-II-00006-00017-000-00155,75r
MS-II-00006-00017-000-00156,75v
MS-II-00006-00017-000-00157,76r
MS-II-00006-00017-000-00158,76v
MS-II-00006-00017-000-00159,77r
MS-II-00006-00017-000-00160,77v
MS-II-00006-00017-000-00161,78r
MS-II-00006-00017-000-00162,78v
MS-II-00006-00017-000-00163,79r
MS-II-00006-00017-000-00164,79v
MS-II-00006-00017-000-00165,80r
MS-II-00006-00017-000-00166,80v
MS-II-00006-00017-000-00167,81r
MS-II-00006-00017-000-00168,81v
MS-II-00006-00017-000-00169,82r
MS-II-00006-00017-000-00170,82v
MS-II-00006-00017-000-00171,83r
MS-II-00006-00017-000-00172,83v
MS-II-00006-00017-000-00173,84r
MS-II-00006-00017-000-00174,84v
MS-II-00006-00017-000-00175,85r
MS-II-00006-00017-000-00176,85v
MS-II-00006-00017-000-00177,86r
MS-II-00006-00017-000-00178,86v
MS-II-00006-00017-000-00179,87r
MS-II-00006-00017-000-00180,87v
MS-II-00006-00017-000-00181,88r
MS-II-00006-00017-000-00182,88v
MS-II-00006-00017-000-00183,89r
MS-II-00006-00017-000-00184,89v
MS-II-00006-00017-000-00185,90r
MS-II-00006-00017-000-00186,90v
MS-II-00006-00017-000-00187,91r
MS-II-00006-00017-000-00188,91v
MS-II-00006-00017-000-00189,92r
MS-II-00006-00017-000-00190,92v
MS-II-00006-00017-000-00191,93r
MS-II-00006-00017-000-00192,93v
MS-II-00006-00017-000-00193,94r
MS-II-00006-00017-000-00194,94v
MS-II-00006-00017-000-00195,95r
MS-II-00006-00017-000-00196,95v
MS-II-00006-00017-000-00197,96r
MS-II-00006-00017-000-00198,96v
MS-II-00006-00017-000-00199,97r
MS-II-00006-00017-000-00200,97v
MS-II-00006-00017-000-00201,98r
MS-II-00006-00017-000-00202,98v
MS-II-00006-00017-000-00203,99r
MS-II-00006-00017-000-00204,99v
MS-II-00006-00017-000-00205,100r
MS-II-00006-00017-000-00206,100v
MS-II-00006-00017-000-00207,101r
MS-II-00006-00017-000-00208,101v
MS-II-00006-00017-000-00209,102r
MS-II-00006-00017-000-00210,102v
MS-II-00006-00017-000-00211,103r
MS-II-00006-00017-000-00212,103v
MS-II-00006-00017-000-00213,104r
MS-II-00006-00017-000-00214,104v
MS-II-00006-00017-000-00215,105r
MS-II-00006-00017-000-00216,105v
MS-II-00006-00017-000-00217,106r
MS-II-00006-00017-000-00218,106v
MS-II-00006-00017-000-00219,107r
MS-II-00006-00017-000-00220,107v
MS-II-00006-00017-000-00221,108r
MS-II-00006-00017-000-00222,108v
MS-II-00006-00017-000-00223,109r
MS-II-00006-00017-000-00224,109v
MS-II-00006-00017-000-00225,110r
MS-II-00006-00017-000-00226,110v
MS-II-00006-00017-000-00227,111r
MS-II-00006-00017-000-00228,111v
MS-II-00006-00017-000-00229,112r
MS-II-00006-00017-000-00230,112v
MS-II-00006-00017-000-00231,113r
MS-II-00006-00017-000-00232,113v
MS-II-00006-00017-000-00233,114r
MS-II-00006-00017-000-00234,114v
MS-II-00006-00017-000-00235,115r
MS-II-00006-00017-000-00236,115v
MS-II-00006-00017-000-00237,116r
MS-II-00006-00017-000-00238,116v
MS-II-00006-00017-000-00239,117r
MS-II-00006-00017-000-00240,117v
MS-II-00006-00017-000-00241,[ii] recto
MS-II-00006-00017-000-00242,[ii] verso
MS-II-00006-00017-000-00243,[iii] recto
MS-II-00006-00017-000-00244,[iii] verso
MS-II-00006-00017-000-00245,[iv] recto
MS-II-00006-00017-000-00246,[iv] verso
MS-II-00006-00017-000-00247,inside_right_cover
MS-II-00006-00017-000-00248,outside_right_cover
MS-II-00006-00017-000-00249,spine
