image,label
MS-PEMBROKE-00215-000-00001,"front cover, outer"
MS-PEMBROKE-00215-000-00002,"front cover, inner"
MS-PEMBROKE-00215-000-00003,[a] recto
MS-PEMBROKE-00215-000-00004,[a] verso
MS-PEMBROKE-00215-000-00005,[b] recto
MS-PEMBROKE-00215-000-00006,[b] verso
MS-PEMBROKE-00215-000-00007,i recto
MS-PEMBROKE-00215-000-00008,i verso
MS-PEMBROKE-00215-000-00009,ii recto
MS-PEMBROKE-00215-000-00010,ii verso
MS-PEMBROKE-00215-000-00011,iii recto
MS-PEMBROKE-00215-000-00012,iii verso
MS-PEMBROKE-00215-000-00013,1r
MS-PEMBROKE-00215-000-00014,1v
MS-PEMBROKE-00215-000-00015,2r
MS-PEMBROKE-00215-000-00016,2v
MS-PEMBROKE-00215-000-00017,3r
MS-PEMBROKE-00215-000-00018,3v
MS-PEMBROKE-00215-000-00019,4r
MS-PEMBROKE-00215-000-00020,4v
MS-PEMBROKE-00215-000-00021,5r
MS-PEMBROKE-00215-000-00022,5v
MS-PEMBROKE-00215-000-00023,6r
MS-PEMBROKE-00215-000-00024,6v
MS-PEMBROKE-00215-000-00025,7r
MS-PEMBROKE-00215-000-00026,7v
MS-PEMBROKE-00215-000-00027,8r
MS-PEMBROKE-00215-000-00028,8v
MS-PEMBROKE-00215-000-00029,9r
MS-PEMBROKE-00215-000-00030,9v
MS-PEMBROKE-00215-000-00031,10r
MS-PEMBROKE-00215-000-00032,10v
MS-PEMBROKE-00215-000-00033,11r
MS-PEMBROKE-00215-000-00034,11v
MS-PEMBROKE-00215-000-00035,12r
MS-PEMBROKE-00215-000-00036,12v
MS-PEMBROKE-00215-000-00037,13r
MS-PEMBROKE-00215-000-00038,13v
MS-PEMBROKE-00215-000-00039,14r
MS-PEMBROKE-00215-000-00040,14v
MS-PEMBROKE-00215-000-00041,15r
MS-PEMBROKE-00215-000-00042,15v
MS-PEMBROKE-00215-000-00043,16r
MS-PEMBROKE-00215-000-00044,16v
MS-PEMBROKE-00215-000-00045,17r
MS-PEMBROKE-00215-000-00046,17v
MS-PEMBROKE-00215-000-00047,18r
MS-PEMBROKE-00215-000-00048,18v
MS-PEMBROKE-00215-000-00049,19r
MS-PEMBROKE-00215-000-00050,19v
MS-PEMBROKE-00215-000-00051,20r
MS-PEMBROKE-00215-000-00052,20v
MS-PEMBROKE-00215-000-00053,21r
MS-PEMBROKE-00215-000-00054,21v
MS-PEMBROKE-00215-000-00055,22r
MS-PEMBROKE-00215-000-00056,22v
MS-PEMBROKE-00215-000-00057,23r
MS-PEMBROKE-00215-000-00058,23v
MS-PEMBROKE-00215-000-00059,24r
MS-PEMBROKE-00215-000-00060,24v
MS-PEMBROKE-00215-000-00061,25r
MS-PEMBROKE-00215-000-00062,25v
MS-PEMBROKE-00215-000-00063,26r
MS-PEMBROKE-00215-000-00064,26v
MS-PEMBROKE-00215-000-00065,27r
MS-PEMBROKE-00215-000-00066,27v
MS-PEMBROKE-00215-000-00067,28r
MS-PEMBROKE-00215-000-00068,28v
MS-PEMBROKE-00215-000-00069,29r
MS-PEMBROKE-00215-000-00070,29v
MS-PEMBROKE-00215-000-00071,30r
MS-PEMBROKE-00215-000-00072,30v
MS-PEMBROKE-00215-000-00073,31r
MS-PEMBROKE-00215-000-00074,31v
MS-PEMBROKE-00215-000-00075,32r
MS-PEMBROKE-00215-000-00076,32v
MS-PEMBROKE-00215-000-00077,33r
MS-PEMBROKE-00215-000-00078,33v
MS-PEMBROKE-00215-000-00079,34r
MS-PEMBROKE-00215-000-00080,34v
MS-PEMBROKE-00215-000-00081,35r
MS-PEMBROKE-00215-000-00082,35v
MS-PEMBROKE-00215-000-00083,36r
MS-PEMBROKE-00215-000-00084,36v
MS-PEMBROKE-00215-000-00085,37r
MS-PEMBROKE-00215-000-00086,37v
MS-PEMBROKE-00215-000-00087,38r
MS-PEMBROKE-00215-000-00088,38v
MS-PEMBROKE-00215-000-00089,39r
MS-PEMBROKE-00215-000-00090,39v
MS-PEMBROKE-00215-000-00091,40r
MS-PEMBROKE-00215-000-00092,40v
MS-PEMBROKE-00215-000-00093,41r
MS-PEMBROKE-00215-000-00094,41v
MS-PEMBROKE-00215-000-00095,42r
MS-PEMBROKE-00215-000-00096,42v
MS-PEMBROKE-00215-000-00097,43r
MS-PEMBROKE-00215-000-00098,43v
MS-PEMBROKE-00215-000-00099,44r
MS-PEMBROKE-00215-000-00100,44v
MS-PEMBROKE-00215-000-00101,45r
MS-PEMBROKE-00215-000-00102,45v
MS-PEMBROKE-00215-000-00103,46r
MS-PEMBROKE-00215-000-00104,46v
MS-PEMBROKE-00215-000-00105,47r
MS-PEMBROKE-00215-000-00106,47v
MS-PEMBROKE-00215-000-00107,48r
MS-PEMBROKE-00215-000-00108,48v
MS-PEMBROKE-00215-000-00109,49r
MS-PEMBROKE-00215-000-00110,49v
MS-PEMBROKE-00215-000-00111,50r
MS-PEMBROKE-00215-000-00112,50v
MS-PEMBROKE-00215-000-00113,51r
MS-PEMBROKE-00215-000-00114,51v
MS-PEMBROKE-00215-000-00115,52r
MS-PEMBROKE-00215-000-00116,52v
MS-PEMBROKE-00215-000-00117,53r
MS-PEMBROKE-00215-000-00118,53v
MS-PEMBROKE-00215-000-00119,54r
MS-PEMBROKE-00215-000-00120,54v
MS-PEMBROKE-00215-000-00121,55r
MS-PEMBROKE-00215-000-00122,55v
MS-PEMBROKE-00215-000-00123,56r
MS-PEMBROKE-00215-000-00124,56v
MS-PEMBROKE-00215-000-00125,57r
MS-PEMBROKE-00215-000-00126,57v
MS-PEMBROKE-00215-000-00127,58r
MS-PEMBROKE-00215-000-00128,58v
