image,label
MS-CCCC-00412-000-00001,"front cover, outer"
MS-CCCC-00412-000-00002,"front cover, inner"
MS-CCCC-00412-000-00003,a recto
MS-CCCC-00412-000-00004,a verso
MS-CCCC-00412-000-00005,b recto
MS-CCCC-00412-000-00006,b verso
MS-CCCC-00412-000-00007,i recto
MS-CCCC-00412-000-00008,i verso
MS-CCCC-00412-000-00009,ii recto
MS-CCCC-00412-000-00010,ii verso
MS-CCCC-00412-000-00011,iii recto
MS-CCCC-00412-000-00012,iii verso
MS-CCCC-00412-000-00013,iv recto
MS-CCCC-00412-000-00014,iv verso
MS-CCCC-00412-000-00015,1r
MS-CCCC-00412-000-00016,1v
MS-CCCC-00412-000-00017,2r
MS-CCCC-00412-000-00018,2v
MS-CCCC-00412-000-00019,3r
MS-CCCC-00412-000-00020,3v
MS-CCCC-00412-000-00021,4r
MS-CCCC-00412-000-00022,4v
MS-CCCC-00412-000-00023,5r
MS-CCCC-00412-000-00024,5v
MS-CCCC-00412-000-00025,6r
MS-CCCC-00412-000-00026,6v
MS-CCCC-00412-000-00027,7r
MS-CCCC-00412-000-00028,7v
MS-CCCC-00412-000-00029,8r
MS-CCCC-00412-000-00030,8v
MS-CCCC-00412-000-00031,9r
MS-CCCC-00412-000-00032,9v
MS-CCCC-00412-000-00033,10r
MS-CCCC-00412-000-00034,10v
MS-CCCC-00412-000-00035,11r
MS-CCCC-00412-000-00036,11v
MS-CCCC-00412-000-00037,12r
MS-CCCC-00412-000-00038,12v
MS-CCCC-00412-000-00039,13r
MS-CCCC-00412-000-00040,13v
MS-CCCC-00412-000-00041,14r
MS-CCCC-00412-000-00042,14v
MS-CCCC-00412-000-00043,15r
MS-CCCC-00412-000-00044,15v
MS-CCCC-00412-000-00045,16r
MS-CCCC-00412-000-00046,16v
MS-CCCC-00412-000-00047,17r
MS-CCCC-00412-000-00048,17v
MS-CCCC-00412-000-00049,18r
MS-CCCC-00412-000-00050,18v
MS-CCCC-00412-000-00051,19r
MS-CCCC-00412-000-00052,19v
MS-CCCC-00412-000-00053,20r
MS-CCCC-00412-000-00054,20v
MS-CCCC-00412-000-00055,21r
MS-CCCC-00412-000-00056,21v
MS-CCCC-00412-000-00057,22r
MS-CCCC-00412-000-00058,22v
MS-CCCC-00412-000-00059,23r
MS-CCCC-00412-000-00060,23v
MS-CCCC-00412-000-00061,24r
MS-CCCC-00412-000-00062,24v
MS-CCCC-00412-000-00063,25r
MS-CCCC-00412-000-00064,25v
MS-CCCC-00412-000-00065,26r
MS-CCCC-00412-000-00066,26v
MS-CCCC-00412-000-00067,27r
MS-CCCC-00412-000-00068,27v
MS-CCCC-00412-000-00069,28r
MS-CCCC-00412-000-00070,28v
MS-CCCC-00412-000-00071,29r
MS-CCCC-00412-000-00072,29v
MS-CCCC-00412-000-00073,30r
MS-CCCC-00412-000-00074,30v
MS-CCCC-00412-000-00075,31r
MS-CCCC-00412-000-00076,31v
MS-CCCC-00412-000-00077,32r
MS-CCCC-00412-000-00078,32v
MS-CCCC-00412-000-00079,33r
MS-CCCC-00412-000-00080,33v
MS-CCCC-00412-000-00081,34r
MS-CCCC-00412-000-00082,34v
MS-CCCC-00412-000-00083,35r
MS-CCCC-00412-000-00084,35v
MS-CCCC-00412-000-00085,36r
MS-CCCC-00412-000-00086,36v
MS-CCCC-00412-000-00087,37r
