image,label
MS-SIDNEYSUSSEX-00058-000-00001,"front cover, outer"
MS-SIDNEYSUSSEX-00058-000-00002,"front cover, inner"
MS-SIDNEYSUSSEX-00058-000-00003,[a] recto
MS-SIDNEYSUSSEX-00058-000-00004,[a] verso
MS-SIDNEYSUSSEX-00058-000-00005,i recto
MS-SIDNEYSUSSEX-00058-000-00006,i verso
MS-SIDNEYSUSSEX-00058-000-00007,ii recto
MS-SIDNEYSUSSEX-00058-000-00008,ii verso
MS-SIDNEYSUSSEX-00058-000-00009,iii recto
MS-SIDNEYSUSSEX-00058-000-00010,iii verso
MS-SIDNEYSUSSEX-00058-000-00011,iv] recto
MS-SIDNEYSUSSEX-00058-000-00012,iv verso
MS-SIDNEYSUSSEX-00058-000-00013,1r
MS-SIDNEYSUSSEX-00058-000-00014,1v
MS-SIDNEYSUSSEX-00058-000-00015,2r
MS-SIDNEYSUSSEX-00058-000-00016,2v
MS-SIDNEYSUSSEX-00058-000-00017,3r
MS-SIDNEYSUSSEX-00058-000-00018,3v
MS-SIDNEYSUSSEX-00058-000-00019,4r
MS-SIDNEYSUSSEX-00058-000-00020,4v
MS-SIDNEYSUSSEX-00058-000-00021,5r
MS-SIDNEYSUSSEX-00058-000-00022,5v
MS-SIDNEYSUSSEX-00058-000-00023,6r
MS-SIDNEYSUSSEX-00058-000-00024,6v
MS-SIDNEYSUSSEX-00058-000-00025,7r
MS-SIDNEYSUSSEX-00058-000-00026,7v
MS-SIDNEYSUSSEX-00058-000-00027,8r
MS-SIDNEYSUSSEX-00058-000-00028,8v
MS-SIDNEYSUSSEX-00058-000-00029,9r
MS-SIDNEYSUSSEX-00058-000-00030,9v
MS-SIDNEYSUSSEX-00058-000-00031,10r
MS-SIDNEYSUSSEX-00058-000-00032,10v
MS-SIDNEYSUSSEX-00058-000-00033,11r
MS-SIDNEYSUSSEX-00058-000-00034,11v
MS-SIDNEYSUSSEX-00058-000-00035,12r
MS-SIDNEYSUSSEX-00058-000-00036,12v
MS-SIDNEYSUSSEX-00058-000-00037,13r
MS-SIDNEYSUSSEX-00058-000-00038,13v
MS-SIDNEYSUSSEX-00058-000-00039,14r
MS-SIDNEYSUSSEX-00058-000-00040,14v
MS-SIDNEYSUSSEX-00058-000-00041,15r
MS-SIDNEYSUSSEX-00058-000-00042,15v
MS-SIDNEYSUSSEX-00058-000-00043,16r
MS-SIDNEYSUSSEX-00058-000-00044,16v
MS-SIDNEYSUSSEX-00058-000-00045,17r
MS-SIDNEYSUSSEX-00058-000-00046,17v
MS-SIDNEYSUSSEX-00058-000-00047,18r
MS-SIDNEYSUSSEX-00058-000-00048,18v
MS-SIDNEYSUSSEX-00058-000-00049,19r
MS-SIDNEYSUSSEX-00058-000-00050,19v
MS-SIDNEYSUSSEX-00058-000-00051,20r
MS-SIDNEYSUSSEX-00058-000-00052,20v
MS-SIDNEYSUSSEX-00058-000-00053,21r
MS-SIDNEYSUSSEX-00058-000-00054,21v
MS-SIDNEYSUSSEX-00058-000-00055,22r
MS-SIDNEYSUSSEX-00058-000-00056,22v
MS-SIDNEYSUSSEX-00058-000-00057,23r
MS-SIDNEYSUSSEX-00058-000-00058,23v
MS-SIDNEYSUSSEX-00058-000-00059,24r
MS-SIDNEYSUSSEX-00058-000-00060,24v
MS-SIDNEYSUSSEX-00058-000-00061,25r
MS-SIDNEYSUSSEX-00058-000-00062,25v
MS-SIDNEYSUSSEX-00058-000-00063,26r
MS-SIDNEYSUSSEX-00058-000-00064,26v
MS-SIDNEYSUSSEX-00058-000-00065,27r
MS-SIDNEYSUSSEX-00058-000-00066,27v
MS-SIDNEYSUSSEX-00058-000-00067,28r
MS-SIDNEYSUSSEX-00058-000-00068,28v
MS-SIDNEYSUSSEX-00058-000-00069,29r
MS-SIDNEYSUSSEX-00058-000-00070,29v
MS-SIDNEYSUSSEX-00058-000-00071,30r
MS-SIDNEYSUSSEX-00058-000-00072,30v
MS-SIDNEYSUSSEX-00058-000-00073,31r
MS-SIDNEYSUSSEX-00058-000-00074,31v
MS-SIDNEYSUSSEX-00058-000-00075,32r
MS-SIDNEYSUSSEX-00058-000-00076,32v
MS-SIDNEYSUSSEX-00058-000-00077,33r
MS-SIDNEYSUSSEX-00058-000-00078,33v
MS-SIDNEYSUSSEX-00058-000-00079,34r
MS-SIDNEYSUSSEX-00058-000-00080,34v
MS-SIDNEYSUSSEX-00058-000-00081,35r
MS-SIDNEYSUSSEX-00058-000-00082,35v
MS-SIDNEYSUSSEX-00058-000-00083,36r
MS-SIDNEYSUSSEX-00058-000-00084,36v
MS-SIDNEYSUSSEX-00058-000-00085,37r
MS-SIDNEYSUSSEX-00058-000-00086,37v
MS-SIDNEYSUSSEX-00058-000-00087,38r
MS-SIDNEYSUSSEX-00058-000-00088,38v
MS-SIDNEYSUSSEX-00058-000-00089,39r
MS-SIDNEYSUSSEX-00058-000-00090,39v
MS-SIDNEYSUSSEX-00058-000-00091,40r
MS-SIDNEYSUSSEX-00058-000-00092,40v
MS-SIDNEYSUSSEX-00058-000-00093,41r
MS-SIDNEYSUSSEX-00058-000-00094,41v
MS-SIDNEYSUSSEX-00058-000-00095,42r
MS-SIDNEYSUSSEX-00058-000-00096,42v
MS-SIDNEYSUSSEX-00058-000-00097,43r
MS-SIDNEYSUSSEX-00058-000-00098,43v
MS-SIDNEYSUSSEX-00058-000-00099,44r
MS-SIDNEYSUSSEX-00058-000-00100,44v
MS-SIDNEYSUSSEX-00058-000-00101,45r
MS-SIDNEYSUSSEX-00058-000-00102,45v
MS-SIDNEYSUSSEX-00058-000-00103,46r
MS-SIDNEYSUSSEX-00058-000-00104,46v
MS-SIDNEYSUSSEX-00058-000-00105,47r
MS-SIDNEYSUSSEX-00058-000-00106,47v
MS-SIDNEYSUSSEX-00058-000-00107,48r
MS-SIDNEYSUSSEX-00058-000-00108,48v
MS-SIDNEYSUSSEX-00058-000-00109,49r
MS-SIDNEYSUSSEX-00058-000-00110,49v
MS-SIDNEYSUSSEX-00058-000-00111,50r
MS-SIDNEYSUSSEX-00058-000-00112,50v
MS-SIDNEYSUSSEX-00058-000-00113,51r
MS-SIDNEYSUSSEX-00058-000-00114,51v
MS-SIDNEYSUSSEX-00058-000-00115,52r
MS-SIDNEYSUSSEX-00058-000-00116,52v
MS-SIDNEYSUSSEX-00058-000-00117,53r
MS-SIDNEYSUSSEX-00058-000-00118,53v
MS-SIDNEYSUSSEX-00058-000-00119,54r
MS-SIDNEYSUSSEX-00058-000-00120,54v
MS-SIDNEYSUSSEX-00058-000-00121,55r
MS-SIDNEYSUSSEX-00058-000-00122,55v
MS-SIDNEYSUSSEX-00058-000-00123,56r
MS-SIDNEYSUSSEX-00058-000-00124,56v
MS-SIDNEYSUSSEX-00058-000-00125,57r
MS-SIDNEYSUSSEX-00058-000-00126,57v
MS-SIDNEYSUSSEX-00058-000-00127,58r
MS-SIDNEYSUSSEX-00058-000-00128,58v
MS-SIDNEYSUSSEX-00058-000-00129,59r
MS-SIDNEYSUSSEX-00058-000-00130,59v
MS-SIDNEYSUSSEX-00058-000-00131,60r
MS-SIDNEYSUSSEX-00058-000-00132,60v
MS-SIDNEYSUSSEX-00058-000-00133,61r
MS-SIDNEYSUSSEX-00058-000-00134,61v
MS-SIDNEYSUSSEX-00058-000-00135,62r
MS-SIDNEYSUSSEX-00058-000-00136,62v
MS-SIDNEYSUSSEX-00058-000-00137,63r
MS-SIDNEYSUSSEX-00058-000-00138,63v
MS-SIDNEYSUSSEX-00058-000-00139,64r
MS-SIDNEYSUSSEX-00058-000-00140,64v
MS-SIDNEYSUSSEX-00058-000-00141,65r
MS-SIDNEYSUSSEX-00058-000-00142,65v
MS-SIDNEYSUSSEX-00058-000-00143,66r
MS-SIDNEYSUSSEX-00058-000-00144,66v
MS-SIDNEYSUSSEX-00058-000-00145,67r
MS-SIDNEYSUSSEX-00058-000-00146,67v
MS-SIDNEYSUSSEX-00058-000-00147,68r
MS-SIDNEYSUSSEX-00058-000-00148,68v
MS-SIDNEYSUSSEX-00058-000-00149,69r
MS-SIDNEYSUSSEX-00058-000-00150,69v
MS-SIDNEYSUSSEX-00058-000-00151,70r
MS-SIDNEYSUSSEX-00058-000-00152,70v
MS-SIDNEYSUSSEX-00058-000-00153,71r
MS-SIDNEYSUSSEX-00058-000-00154,71v
MS-SIDNEYSUSSEX-00058-000-00155,72r
MS-SIDNEYSUSSEX-00058-000-00156,72v
MS-SIDNEYSUSSEX-00058-000-00157,73r
MS-SIDNEYSUSSEX-00058-000-00158,73v
MS-SIDNEYSUSSEX-00058-000-00159,74r
MS-SIDNEYSUSSEX-00058-000-00160,74v
MS-SIDNEYSUSSEX-00058-000-00161,75r
MS-SIDNEYSUSSEX-00058-000-00162,75v
MS-SIDNEYSUSSEX-00058-000-00163,76r
MS-SIDNEYSUSSEX-00058-000-00164,76v
MS-SIDNEYSUSSEX-00058-000-00165,77r
MS-SIDNEYSUSSEX-00058-000-00166,77v
MS-SIDNEYSUSSEX-00058-000-00167,78r
MS-SIDNEYSUSSEX-00058-000-00168,78v
MS-SIDNEYSUSSEX-00058-000-00169,79r
